ability_id,local_language_id,short_effect,effect
100,6,Lässt das Pokémon als letztes angreifen innerhalb des Prioritätsspielraums der Attacken,"Attacken dieses Pokémon kommen zu letzt ohne dabei die Prioritäten der Attacken zu umgehen.

Mehrere Pokémon mit dieser Fähigkeit greifen in Reihenfolge ihrer []{mechanic:speed} an.

[]{item:full-incense} und []{item:lagging-tail} erhalten den Vortritt zur Fähigkeit, was bedeutet, dass Pokémon mit diesen Items nach Pokémon mit dieser Fähigkeit agieren. Pokémon mit dieser Fähigkeit und eines der Items werden nur so viel verzögert, als hätten sie nur das Item.

Diese Fähigkeit funktioniert normal während []{move:trick-room}, Pokémon mit dieser Fähigkeit greifen in umgekehrter Reihenfolge der []{mechanic:speed} nach den Pokémon ohne die Fähigkeit an."
100,9,Makes the Pokémon move last within its move's priority bracket.,"This Pokémon moves last within its priority bracket.

Multiple Pokémon with this ability move in order of [Speed]{mechanic:speed} amongst themselves.

The []{item:full-incense} and []{item:lagging-tail} take precedence over this ability; that is, Pokémon with these items move after Pokémon with this ability.  Pokémon with both this ability and one of these items are delayed as much as if they had only the item.

This ability works as usual during []{move:trick-room}: Pokémon with this ability will move in reverse order of Speed after Pokémon without it."
101,6,Versärkt Attacken mit einer Basisstärke von 60 oder weniger um 50%.,"Attacken von Pokémon mit dieser Fähigkeit die eine Stärke von 60 oder weniger haben werden um 50% verstärkt.

Das schließt Attacken mit variabler Stärke, wie []{move:hidden-power} oder []{move:magnitude}, mit ein, wenn ihre Stärke 60 oder weniger ist. Der Stärke Bonus von []{move:helping-hand} wird miteinberechnet, genauso wie der von []{move:defense-curl} für []{move:rollout}."
101,9,Strengthens moves of 60 base power or less to 1.5× their power.,"This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as []{move:hidden-power} and []{move:magnitude}, when their power is 60 or less.  []{move:helping-hand}'s power boost is taken into account for any move, as is []{move:defense-curl}'s power boost for []{move:rollout}."
102,6,Schützt vor []{mechanic:major-status-ailments} während [starkem Sonnenlicht]{mechanic:strong-sunlight}.,"Pokémon mit dieser Fähigkeit können während [starkem Sonnenlicht]{mechanic:strong-sunlight} keine []{mechanic:major-status-ailments} erleiden.

Die Fähigkeit heilt keine []{mechanic:major-status-ailments}. []{move:rest} schlägt fehl während die Fähigkeit aktiv ist. []{move:yawn} schlägt sofort fehl wenn es während [starkem Sonnenlicht]{mechanic:strong-sunlight} gegen ein Pokémon mit dieser Fähigkeit benutzt wird und ein bereits eingesetzter []{move:yawn} schlägt fehl, wenn sich das []{mechanic:weather} zu [starkem Sonnenlicht]{mechanic:strong-sunlight} ändert."
102,9,Protects against [major status ailments]{mechanic:major-status-ailments} during [strong sunlight]{mechanic:strong-sunlight}.,"This Pokémon cannot be given a [major status ailment]{mechanic:major-status-ailment} during [strong sunlight]{mechanic:strong-sunlight}.

This ability does not heal prior status ailments.  []{move:rest} will fail altogether with this ability in effect.  []{move:yawn} will immediately fail if used on this Pokémon during strong sunlight, and an already-used Yawn will fail if the weather turns to strong sunlight in the meantime."
103,6,"Verhindert, dass das Pokémon ein getragenes Item im Kampf einsetzt.","Pokémon mit dieser Fähigkeit können im Kampf keine getragenen Items benutzen und diese haben auch keine passiven Effekte im Kampf, egal ob positiv oder negativ. Das Pokémon kann []{move:fling} nicht einsetzen.

Der []{mechanic:speed} Malus einer []{item:iron-ball} und die EV Items ([]{item:macho-brace}, []{item:power-weight}, []{item:power-bracer}, []{item:power-belt}, []{item:power-lens}, []{item:power-band} und []{item:power-anklet}) sind nicht betroffen. Items die den Kampf nicht direkt beeinflussen, wie der []{item:exp-share}, das []{item:amulet-coin} oder die []{item:soothe-bell}, funktionieren normal. Alle getragenen Items funktionieren normal außerhalb von Kämpfen.

Andere Attacken die getragene Items verwenden, wie z.B. []{move:natural-gift} und []{move:switcheroo}, funktionieren ebenfalls normal."
103,9,Prevents the Pokémon from using its held item in battle.,"In battle, this Pokémon cannot use its held item, nor will the item have any passive effect on the battle, positive or negative.  This Pokémon also cannot use []{move:fling}.

The [Speed]{mechanic:speed} cut from the []{item:iron-ball} and the effort items (the []{item:macho-brace}, []{item:power-weight}, []{item:power-bracer}, []{item:power-belt}, []{item:power-lens}, []{item:power-band}, and []{item:power-anklet}) is unaffected.  Items that do not directly affect the battle, such as the []{item:exp-share}, the []{item:amulet-coin}, or the []{item:soothe-bell}, work as usual.  All held items work as usual out of battle.

Other moves that use the held item, such as []{move:natural-gift} and []{move:switcheroo}, work as usual."
104,6,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann.","Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie []{ability:water-absorb}, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. []{ability:clear-body}, []{ability:shell-armor} oder []{ability:sticky-hold} und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie []{ability:simple}, []{ability:snow-cloak} oder []{ability:thick-fat}. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie []{ability:dry-skin} oder []{ability:unaware}, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst []{ability:cursed-body} nur mögliche zukünftige Anwendungen der Attacke, während []{ability:liquid-ooze} und []{ability:shadow-tag} nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel []{ability:color-change} oder []{ability:forecast}, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der []{mechanic:rain} von []{ability:drizzle}. Die Fähigkeit kann []{ability:multitype} nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit []{ability:limber} [paralysieren]{mechanic:paralysis} aber []{ability:limber} wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die [Stacheln]{move:spikes} dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit []{ability:teravolt} und []{ability:turboblaze}."
104,9,Bypasses targets' abilities if they could hinder or prevent a move.,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as []{ability:water-absorb}; abilities that would prevent any of their effects, such as []{ability:clear-body}, []{ability:shell-armor}, or []{ability:sticky-hold}; and abilities that grant any general protective benefit, such as []{ability:simple}, []{ability:snow-cloak}, or []{ability:thick-fat}.  If an ability could either hinder or help this Pokémon's moves, e.g. []{ability:dry-skin} or []{ability:unaware}, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, []{ability:cursed-body} only affects potential future uses of the move, while []{ability:liquid-ooze} and []{ability:shadow-tag} can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example []{ability:color-change} or []{ability:forecast}; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from []{ability:drizzle}.  This ability cannot ignore []{ability:multitype} at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can [paralyze]{mechanic:paralysis} a Pokémon with []{ability:limber}, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's []{move:spikes} are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to []{ability:teravolt} and []{ability:turboblaze}."
105,6,Erhöht die [kritische Treffer]{mechanic:critical-hit}rate um 1 Stufe.,Die [kritische Treffer]{mechanic:critical-hit}rate von Attacken von Pokémon mit dieser Fähigkeit sind eine Stufe höher als normal.
105,9,Raises moves' [critical hit]{mechanic:critical-hit} rates one stage.,This Pokémon's moves have [critical hit]{mechanic:critical-hit} rates one stage higher than normal.
106,6,"Schadet dem Angreifer mit 1/4 seiner max []{mechanic:hp}, wenn das Pokémon von einer Attacke mit Kontakt besiegt wird.","Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt besiegt wird, erleidet der Anwender 1/4 seiner maximalen []{mechanic:hp} Schaden."
106,9,Damages the attacker for 1/4 its max [HP]{mechanic:hp} when knocked out by a contact move.,"When this Pokémon is knocked out by a move that makes contact, the move's user takes 1/4 its maximum [HP]{mechanic:hp} in damage."
107,6,"Benachrichtigt alle Trainer im Kampf, wenn ein Gegner eine [sehr effektive]{mechanic:super-effective} Attacke, []{move:self-destruct}, []{move:explosion} oder eine K.O.Attacke hat.","Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt und ein Gegner eine Attacke hat die []{mechanic:super-effective} gegen das Pokémon ist, []{move:self-destruct}, []{move:explosion} oder eine K.O.-Attacke hat, werden alle Trainer darüber benachrichtigt.

Die Attacke selbst wird nicht angekündigt, nur ihre Anwesenheit. Attacken die [typenlosen Schaden]{mechanic:typeless-damage} verursachen, wie []{move:future-sight} und Attacken mit variablen Typ, wie []{move:hidden-power}, werden nach ihrem angezeigten Typ gezählt. []{move:counter}, []{move:metal-burst}, []{move:mirror-coat} und K.O.-Attacken gegen die das Pokémon immun ist werden nicht gezählt."
107,9,"Notifies all trainers upon entering battle if an opponent has a [super-effective]{mechanic:super-effective} move, []{move:self-destruct}, []{move:explosion}, or a one-hit KO move.","When this Pokémon enters battle, if one of its opponents has a move that is [super effective]{mechanic:super-effective} against it, []{move:self-destruct}, []{move:explosion}, or a one-hit knockout move, all participating trainers are notified.

The move itself is not revealed; only that there is such a move.  Moves that inflict [typeless damage]{mechanic:typeless-damage}, such as []{move:future-sight}, and moves of variable type, such as []{move:hidden-power}, count as their listed types.  []{move:counter}, []{move:metal-burst}, []{move:mirror-coat}, and one-hit KO moves to which this Pokémon is immune do not trigger this ability."
108,6,Enthüllt die Stärkste Attacke des Gegners beim Betreten des Kampfes.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, wird die Attacke mit der höchsten Basisstärke eines der Gegner an alle Trainer angekündigt.

Wenn es mehrere gleichstarke Attacken gibt, wird eine zufällige gewählt.

Attacken ohne angezeigt Basisstärke werden wie folgt behandelt:

Stärke | Attacken
 ----: | -----
   160 | K.O.-Attacken: []{move:fissure}, []{move:guillotine}, []{move:horn-drill} und []{move:sheer-cold}
   120 | Konter-Attacken: []{move:counter}, []{move:metal-burst} und []{move:mirror-coat}
    80 | Variable Stärke oder fester Schaden: []{move:crush-grip}, []{move:dragon-rage}, []{move:electro-ball}, []{move:endeavor}, []{move:final-gambit}, []{move:flail}, []{move:frustration}, []{move:grass-knot}, []{move:gyro-ball}, []{move:heat-crash}, []{move:heavy-slam}, []{move:hidden-power}, []{move:low-kick}, []{move:natural-gift}, []{move:night-shade}, []{move:psywave}, []{move:return}, []{move:reversal}, []{move:seismic-toss}, []{move:sonic-boom}, []{move:trump-card} und []{move:wring-out}
     0 | Jede andere Attacke
"
108,9,Reveals the opponents' strongest move upon entering battle.,"When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers.

In the event of a tie, one is chosen at random.

Moves without a listed base power are assigned one as follows:

Power | Moves
----: | -----
  160 | One-hit KO moves: []{move:fissure}, []{move:guillotine}, []{move:horn-drill}, and []{move:sheer-cold}
  120 | Counter moves: []{move:counter}, []{move:metal-burst}, and []{move:mirror-coat}
   80 | Variable power or set damage: []{move:crush-grip}, []{move:dragon-rage}, []{move:electro-ball}, []{move:endeavor}, []{move:final-gambit}, []{move:flail}, []{move:frustration}, []{move:grass-knot}, []{move:gyro-ball}, []{move:heat-crash}, []{move:heavy-slam}, []{move:hidden-power}, []{move:low-kick}, []{move:natural-gift}, []{move:night-shade}, []{move:psywave}, []{move:return}, []{move:reversal}, []{move:seismic-toss}, []{move:sonic-boom}, []{move:trump-card}, and []{move:wring-out}
    0 | Any such move not listed
"
109,6,Ignoriert die []{mechanic:stat-modifier} der Pokémon bei der Schadens- und [Genauigkeitsberechnung]{mechanic:accuracy}.,"Pokémon mit dieser Fähigkeit ignorieren die []{mechanic:stat-modifier} der Gegner bei der Berechnung des Schadens und der []{mechanic:accuracy}.

Dies beeinflusst effektiv alle Änderungen der Statuswerte außer []{mechanic:speed}.

Die Stärke von []{move:punishment} und []{move:stored-power} wird normal berechnet. Wenn sich das Pokémon wegen []{mechanic:confusion} selbst verletzt, beeinflussen die []{mechanic:stat-modifier} den Schaden wie sonst auch."
109,9,Ignores other Pokémon's stat modifiers for damage and accuracy calculation.,"This Pokémon ignores other Pokémon's [stat modifiers]{mechanic:stat-modifiers} for the purposes of damage and accuracy calculation.

Effectively, this affects modifiers of every stat except [Speed]{mechanic:speed}.

The power of []{move:punishment} and []{move:stored-power} is calculated as usual.  When this Pokémon hurts itself in [confusion]{mechanic:confusion}, its stat modifiers affect damage as usual."
110,6,Verdoppelt den durch [nicht sehr effektiven]{mechanic:not-very-effective} Attacken verursachten Schaden.,Pokémon mit dieser Fähigkeit verdoppeln den Schaden von Attacken die []{mechanic:not-very-effective} gegen das Ziel sind.
110,9,Doubles damage inflicted with [not-very-effective]{mechanic:not-very-effective} moves.,This Pokémon deals twice as much damage with moves that are [not very effective]{mechanic:not-very-effective} against the target.
111,6,Reduziert den durch [sehr effektive]{mechanic:super-effective} Attacken verursachten Schaden um 1/4.,"Pokémon mit dieser Fähigkeit erleiden nur 75% des Schadens, der durch Attacken die []{mechanic:super-effective} sind verursacht wurde.

Die Fähigkeit ist identisch mit []{ability:solid-rock}."
111,9,Decreases damage taken from [super-effective]{mechanic:super-effective} moves by 1/4.,"This Pokémon takes 0.75× as much damage from moves that are [super effective]{mechanic:super-effective} against it.

This ability functions identically to []{ability:solid-rock}."
112,6,Halbiert den []{mechanic:attack} und die []{mechanic:speed} 5 Runden lang nach Betreten des Kampfes.,"Der []{mechanic:attack} und die []{mechanic:speed} von Pokémon mit dieser Fähigkeit werden 5 Runden nach Betreten des Kampfes halbiert.

Die Fähigkeit wirkt auch, wenn sie während des Kampfes erlangt wird. Wenn das Pokémon die Fähigkeit nach Beginn des Kampfes verliert, werden sein []{mechanic:attack} und seine []{mechanic:speed} wieder normal, wenn es die Fähigkeit dann wieder erlangt, werden []{mechanic:attack} und []{mechanic:speed} wieder halbiert, aber der Zähler wird nicht zurückgesetzt."
112,9,Halves [Attack]{mechanic:attack} and [Speed]{mechanic:speed} for five turns upon entering battle.,"This Pokémon's [Attack]{mechanic:attack} and [Speed]{mechanic:speed} are halved for five turns upon entering battle.

This ability also takes effect when acquired during battle.  If this Pokémon loses its ability before the five turns are up, its Attack and Speed return to normal; if it then regains this ability without leaving battle, its Attack and Speed are halved again, but the counter keeps counting from where it was."
113,6,Lässt die []{type:normal} und []{type:fighting} Attacken des Pokémons []{type:ghost} Pokémon treffen.,"Pokémon mit dieser Fähigkeit ignorieren die Immunität von []{type:ghost} Pokémon gegen []{type:normal} und []{type:fighting} Attacken.

Der zweite Typ des []{type:ghost} Pokémons beeinflusst den Schaden wie sonst auch."
113,9,Lets the Pokémon's []{type:normal} and []{type:fighting} moves hit []{type:ghost} Pokémon.,"This Pokémon ignores []{type:ghost}-type Pokémon's immunity to []{type:normal}- and []{type:fighting}-type moves.

Ghost Pokémon's other types affect damage as usual."
114,6,Leitet []{type:water} Attacken auf dieses Pokémon um. Absorbiert []{type:water} Attacken und erhöht den []{mechanic:special-attack} um 1 [Stufe]{mechanic:stat-modifier}.,"Alle []{type:water} Attacken von anderen Pokémon mit nur einem Ziel werden auf das Pokémon mit dieser Fähigkeit umgeleitet, wenn es ein mögliches Ziel ist. []{type:water} die dieses Pokémon treffen erhöhen seinen []{mechanic:special-attack} um eine [Stufe]{mechanic:stat-modifier}, wobei jeder andere Effekt entfernt wird. Die Attacke kann außerdem nicht daneben gehen.

Wenn das eigentliche Ziel der Attacke die Fähigkeit ebenfalls hat, wird die Attacke nicht umgeleitet. Wenn mehrere Pokémon mit dieser Fähigkeit mögliche Ziele sind, wird die Attacke zu dem mit der höchsten []{mechanic:speed}, oder, bei Gleichstand, zu einem zufälligen Pokémon umgeleitet. []{move:follow-me} erhält vor dieser Fähigkeit den Vorzug."
114,9,"Redirects single-target []{type:water} moves to this Pokémon where possible.  Absorbs Water moves, raising [Special Attack]{mechanic:special-attack} one [stage]{mechanic:stat-modifier}.","All other Pokémon's single-target []{type:water}-type moves are redirected to this Pokémon, if it is an eligible target.  Other Pokémon's Water moves raise this Pokémon's [Special Attack]{mechanic:special-attack} one [stage]{mechanic:stat-modifier}, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest [Speed]{mechanic:speed} stat, or, in the case of a tie, to a random tied Pokémon.  []{move:follow-me} takes precedence over this ability."
115,6,Heilt jede Runde 1/16 der max []{mechanic:hp} wenn es [hagelt]{mechanic:hail}. Schützt vor Schäden durch []{mechanic:hail}.,Pokémon mit dieser Fähigkeit heilen am Ende jeder Runde 1/16 ihrer maximalen [HP]{mechanic:hp} wenn es [hagelt]{mechanic:hail} und sie nehmen durch []{mechanic:hail} keinen Schaden unabhängig von ihrem Typ.
115,9,Heals for 1/16 max [HP]{mechanic:hp} after each turn during hail.  Protects against hail damage.,"This Pokémon heals for 1/16 of its maximum [HP]{mechanic:hp} after each turn during [hail]{mechanic:hail}, and it does not take hail damage regardless of type."
116,6,Reduziert den durch [sehr effektive]{mechanic:super-effective} Attacken verursachten Schaden um 1/4.,"Pokémon mit dieser Fähigkeit erleiden nur 75% des Schadens, der durch Attacken die []{mechanic:super-effective} sind verursacht wurde.

Die Fähigkeit ist identisch mit []{ability:filter}."
116,9,Decreases damage taken from [super-effective]{mechanic:super-effective} moves by 1/4.,"This Pokémon takes 0.75× as much damage from moves that are [super effective]{mechanic:super-effective} against it.

This ability functions identically to []{ability:filter}."
117,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in []{mechanic:hail}.,"Das []{mechanic:weather} ändert sich zu []{mechanic:hail}, wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt. Dieser Effekt ist dauerhaft bis das []{mechanic:weather} geändert wird.

Wenn mehrere Pokémon mit dieser Fähigkeit, []{ability:drizzle}, []{ability:drought} oder []{ability:sand-stream} zur selben Zeit den Kampf betreten, werden die Fähigkeiten nach Reihenfolge der []{mechanic:speed} der Pokémon ausgelöst, unter Berücksichtigung von []{move:trick-room}."
117,9,Summons [hail]{mechanic:hail} that lasts indefinitely upon entering battle.,"The [weather]{mechanic:weather} changes to [hail]{mechanic:hail} when this Pokémon enters battle and does not end unless cancelled by another weather condition.

If multiple Pokémon with this ability, []{ability:drizzle}, []{ability:drought}, or []{ability:sand-stream} are sent out at the same time, the abilities will activate in order of [Speed]{mechanic:speed}, respecting []{move:trick-room}.  Each ability's weather will cancel the previous weather, and only the weather summoned by the slowest of the Pokémon will stay."
118,6,Das Pokémon hebt nach dem Kampf gelegentlich []{item:honey} auf.,"Pokémon mit dieser Fähigkeit haben eine Chance nach dem Kampf []{item:honey} aufzuheben. Die Chance startet bei 5% und steigt um weitete 5% mit jedem 10. Level: 5% bei Level 1–10, 10% bei 11–20 und so weiter, bis zu 50% bei 91–100.

Die Fähigkeit wird überprüft wenn der Kampf endet, wenn temporäre Fähigkeiten wieder weg sind."
118,9,The Pokémon may pick up []{item:honey} after battle.,"This Pokémon has a chance of picking up []{item:honey} after each battle.  This chance starts at 5% and rises another 5% after every tenth level: 5% from level 1–10, 10% from 11–20, and so on, up to 50% from 91–100.

This ability is checked after the battle ends, at which point any temporary ability changes have worn off."
119,6,Enthüllt bei Kampfantritt das getragene Item des Gegners.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, wird allen Trainern mitgeteilt, welches Item der Gegner hält.

Wenn bei Mehrfachkämpfen ein Gegner ein Item hält, wird dieses angezeigt, wenn mehr ein Item halten wird ein zufälliges angekündigt."
119,9,Reveals an opponent's held item upon entering battle.,"When this Pokémon enters battle, it reveals an opposing Pokémon's held item to all participating trainers.

In a double battle, if one opponent has an item, this Pokémon will Frisk that Pokémon; if both have an item, it will Frisk one at random."
120,6,Verstärkt Rückstoßattacken um 20%.,"Rückstoß- und Crashattacken von Pokémon mit dieser Fähigkeit haben 1,2× so viel Basisstärke wie sonst.

[]{move:struggle} ist davon nicht betroffen.

""Crashattacken"" sind solche, die dem Anwender schaden wenn sie fehlschlagen wie []{move:jump-kick} und []{move:high-jump-kick}."
120,9,Strengthens recoil moves to 1.2× their power.,"This Pokémon's recoil moves and crash moves have 1.2× their base power.

[]{move:struggle} is unaffected.

The ""crash moves"" are the moves that damage the user upon missing: []{move:jump-kick} and []{move:high-jump-kick}."
121,6,Ändert []{pokemon:arceus} Typ und Form entsprechend der Tafel die es hält.,"Wenn []{pokemon:arceus} eine Tayp-Tafel hält, ändert sich sein Typ und seine Form entsprechend der Tafel.

[]{pokemon:arceus} getragenes Item, egal ob es sich um eine Tafel handelt oder nicht, kann nicht durch []{move:covet} oder []{move:thief} gestohlen, oder mit []{move:knock-off} entfernt werden, noch kann es durch []{move:switcheroo} oder []{move:trick} getauscht werden. []{move:covet}, []{move:thief} and []{move:knock-off} richten trotzdem Schaden an. Anders als []{ability:sticky-hold} kann []{pokemon:arceus} []{move:fling}, []{move:switcheroo} und []{move:trick} nicht benutzen um das Item zu verlieren, noch eines durch []{move:switcheroo} oder []{move:trick} bekommen, wenn es keines trägt.

Die Fähigkeit hat keinen Effekt für Pokémon außer []{pokemon:arceus}. Die Fähigkeit kann nicht durch []{move:skill-swap} getauscht, mit []{move:role-play} bzw. []{ability:trace} kopiert, mit []{move:gastro-acid} deaktiviert oder mit []{move:worry-seed} geändert werden. Das Pokémon kann []{move:skill-swap} oder []{move:role-play} einsetzen um die Fähigkeit zu verlieren. []{ability:mold-breaker} kann diese Fähigkeit nicht ignorieren.

Wenn sich ein Pokémon in ein []{pokemon:arceus} mit dieser Fähigkeit [verwandelt]{move:transform}, wird es sich in []{pokemon:arceus} []{type:normal}form verwandeln. Wenn das sich verwandelnde Pokémon eine Tafel trägt, wird sich die Fähigkeit aktivieren und es in den entsprechenden Typ wandeln."
121,9,Changes []{pokemon:arceus}'s type and form to match its held Plate.,"If this Pokémon is holding an elemental Plate, its type and form change to match the Plate.

This Pokémon's held item, whether or not it is a Plate, cannot be taken by []{move:covet} or []{move:thief}, nor removed by []{move:knock-off}, nor traded by []{move:switcheroo} or []{move:trick}.  Covet, Thief, and Knock Off still inflict damage against this Pokémon.  Unlike with []{ability:sticky-hold}, this Pokémon cannot use []{move:fling}, Switcheroo, or Trick to lose its item itself, nor gain an item through Switcheroo or Trick if it does not have one.

This ability has no effect for any Pokémon other than []{pokemon:arceus}.  This ability cannot be traded with []{move:skill-swap}, nor copied with []{move:role-play} or []{ability:trace}, nor disabled with []{move:gastro-acid}, nor changed with []{move:worry-seed}.  This Pokémon cannot use Skill Swap or Role Play to lose its ability itself.  []{ability:mold-breaker} cannot ignore this ability.

If a Pokémon [Transforms]{move:transform} into an Arceus with this ability, it will Transform into Arceus's default, []{type:normal}-type form.  If the Transforming Pokémon is holding a Plate, this ability will then activate and change the Pokémon into the corresponding form."
122,6,Erhöht []{mechanic:attack} und []{mechanic:special-defense} von Partnern um 50% während [starkem Sonnenlicht]{mechanic:strong-sunlight}.,"[]{mechanic:attack} und []{mechanic:special-defense} von Teampartnern sind während [starkem Sonnenlicht]{mechanic:strong-sunlight} 1,5× so hoch wie normal, wenn sich ein Pokémon mit dieser Fähigkeit im Kampf befindet.

Ansers als []{ability:forecast}, []{ability:multitype} und []{ability:zen-mode} ist die Form des Pokémon nicht an diese Fähigkeit gebunden. []{pokemon:cherrim} kann seine Formen wechseln auch wenn es die Fähigkeit veloren hat. Die Fähigkeit wirkt auch auf anderen Pokémon, wenn sie von diesen erlangt wurde."
122,9,Increases friendly Pokémon's [Attack]{mechanic:attack} and [Special Defense]{mechanic:special-defense} to 1.5× during [strong sunlight]{mechanic:strong-sunlight}.,"Friendly Pokémon have 1.5× their [Attack]{mechanic:attack} and [Special Defense]{mechanic:special-defense} during [strong sunlight]{mechanic:strong-sunlight} if any friendly Pokémon has this ability.

Unlike []{ability:forecast}, []{ability:multitype}, and []{ability:zen-mode}, this ability is not tied to its Pokémon's form change; []{pokemon:cherrim} will switch between its forms even if it loses this ability.  As such, this ability also works if obtained by a Pokémon other than Cherrim."
123,6,Fügt [schlafenden]{mechanic:sleep} Gegnern jede Runde 1/8 ihrer max []{mechanic:hp} Schaden zu.,"Gegner erleiden am Ende jeder Runde 1/8 ihrer maximalen []{mechanic:hp} Schaden, wenn sie [schlafen]{mechanic:asleep}."
123,9,Damages [sleeping]{mechanic:sleep} opponents for 1/8 their max [HP]{mechanic:hp} after each turn.,Opposing Pokémon take 1/8 of their maximum [HP]{mechanic:hp} in damage after each turn while they are [asleep]{mechanic:asleep}.
124,6,Stiehlt angreifenden Pokémon bei Kontakt das Item.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die Kontakt herstellt, wird das vom Angreifer getragene Item auf das getroffene Pokémon übertragen, wenn dieses noch keins hält.

Das Pokémon stiehlt nicht, wenn es besiegt wird. Es kann auch stehlen, wenn der Angreifer einen []{move:substitute} hat, aber nicht wenn der eigene getroffen wird. Wenn eine Attacke mehrmals trifft, löst nur der letzte Treffer die Fähigkeit aus. Wenn das Pokémon ein wildes ist, kann es kein Item stehlen."
124,9,Steals attacking Pokémon's held items on contact.,"Whenever a move makes contact with this Pokémon, if it does not have a held item, it steals the attacker's held item.

This Pokémon cannot steal upon being knocked out.  It can steal if the attacker has a []{move:substitute}, but cannot steal when its own Substitute is hit.  If a move hits multiple times, only the last hit triggers this ability.  If this Pokémon is wild, it cannot steal from a trained Pokémon."
125,6,"Verstärkt Attacken mit Zusatzeffekt um 30%, verhindert aber den Zusatzeffekt.","Attacken von Pokémon mit dieser Fähigkeit die Zusatzeffekte haben, haben 1,3× so viel Basisstärke wie normal, dafür aber keinen Zusatzeffekt.

Ein Zusatzeffekt ist die Chance einer Attacke, als ""Effektchance"" bezeichnet, eine []{mechanic:status-ailment} oder eine []{mechanic:stat-modifier} hervorzurufen oder das Ziel [zurückschrecken]{mechanic:flinching} zu lassen, zusätzlich zum Haupteffekt einer Attacke. Zum Beispiel ist die []{mechanic:paralysis} die []{move:thunder-shock} verursachen kann ein Zusatzeffekt, im Gegensatz zu []{move:thunder-wave}, genauso wie das Entfernen des Items durch []{move:knock-off} und die erhöhte [kritische Trefferchance]{mechanic:critial-hit} durch []{move:air-cutter}.

Attacken die einen Statuswert des Anwenders senken sind nicht betroffen."
125,9,"Strengthens moves with extra effects to 1.3× their power, but prevents their extra effects.","This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, []{move:thunder-shock}'s paralysis is an extra effect, but []{move:thunder-wave}'s is not, nor are []{move:knock-off}'s item removal and []{move:air-cutter}'s increased [critical hit]{mechanic:critical-hit} rate.

Moves that lower the user's stats are unaffected."
126,6,Invertiert [Statuswertänderungen]{mechanic:stat-modifier}.,"Wenn ein Statuswert eines Pokémons mit dieser Fähigkeit [erhöht]{mechanic:stat-modifier} werden würde, wird er stattdessen um die selbe Anzahl Stufen [gesenkt]{mechanic:stat-modifier}"
