item_id,local_language_id,short_effect,effect
705,5,Tenu: Permet à Démolosse de Méga-Évoluer en Méga-Démolosse.,Tenu: Permet à Démolosse de Méga-Évoluer en Méga-Démolosse.
705,9,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.
706,5,Tenu: Permet à Galeking de Méga-Évoluer en Méga-Galeking.,Tenu: Permet à Galeking de Méga-Évoluer en Méga-Galeking.
706,9,Held: Allows Aggron to Mega Evolve into Mega Aggron.,Held: Allows Aggron to Mega Evolve into Mega Aggron.
707,5,Tenu: Permet à Branette de Méga-Évoluer en Méga-Branette.,Tenu: Permet à Branette de Méga-Évoluer en Méga-Branette.
707,9,Held: Allows Banette to Mega Evolve into Mega Banette.,Held: Allows Banette to Mega Evolve into Mega Banette.
708,5,Tenu: Permet à Tyranocif de Méga-Évoluer en Méga-Tyranocif.,Tenu: Permet à Tyranocif de Méga-Évoluer en Méga-Tyranocif.
708,9,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.
709,5,Tenu: Permet à Cizayox de Méga-Évoluer en Méga-Cizayox.,Tenu: Permet à Cizayox de Méga-Évoluer en Méga-Cizayox.
709,9,Held: Allows Scizor to Mega Evolve into Mega Scizor.,Held: Allows Scizor to Mega Evolve into Mega Scizor.
710,5,Tenu: Permet à Scarabrute de Méga-Évoluer en Méga-Scarabrute.,Tenu: Permet à Scarabrute de Méga-Évoluer en Méga-Scarabrute.
710,9,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.
711,5,Tenu: Permet à Ptéra de Méga-Évoluer en Méga-Ptéra.,Tenu: Permet à Ptéra de Méga-Évoluer en Méga-Ptéra.
711,9,Held: Allows Aerodactyl to Mega Evolve into Mega Aerodactyl.,Held: Allows Aerodactyl to Mega Evolve into Mega Aerodactyl.
712,5,Tenu: Permet à Lucario de Méga-Évoluer en Méga-Lucario.,Tenu: Permet à Lucario de Méga-Évoluer en Méga-Lucario.
712,9,Held: Allows Lucario to Mega Evolve into Mega Lucario.,Held: Allows Lucario to Mega Evolve into Mega Lucario.
713,5,Tenu: Permet à Blizzaroi de Méga-Évoluer en Méga-Blizzaroi.,Tenu: Permet à Blizzaroi de Méga-Évoluer en Méga-Blizzaroi.
713,9,Held: Allows Abomasnow to Mega Evolve into Mega Abomasnow.,Held: Allows Abomasnow to Mega Evolve into Mega Abomasnow.
714,5,Tenu: Permet à Kangourex de Méga-Évoluer en Méga-Kangourex.,Tenu: Permet à Kangourex de Méga-Évoluer en Méga-Kangourex.
714,9,Held: Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.,Held: Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.
715,5,Tenu: Permet à Léviator de Méga-Évoluer en Méga-Léviator.,Tenu: Permet à Léviator de Méga-Évoluer en Méga-Léviator.
715,9,Held: Allows Gyarados to Mega Evolve into Mega Gyarados.,Held: Allows Gyarados to Mega Evolve into Mega Gyarados.
716,5,Tenu: Permet à Absol de Méga-Évoluer en Méga-Absol.,Tenu: Permet à Absol de Méga-Évoluer en Méga-Absol.
716,9,Held: Allows Absol to Mega Evolve into Mega Absol.,Held: Allows Absol to Mega Evolve into Mega Absol.
717,5,Tenu: Permet à Dracaufeu de Méga-Évoluer en Méga-Dracaufeu Y.,Tenu: Permet à Dracaufeu de Méga-Évoluer en Méga-Dracaufeu Y.
717,9,Held: Allows Charizard to Mega Evolve into Mega Charizard Y.,Held: Allows Charizard to Mega Evolve into Mega Charizard Y.
718,5,Tenu: Permet à Alakazam de Méga-Évoluer en Méga-Alakazam.,Tenu: Permet à Alakazam de Méga-Évoluer en Méga-Alakazam.
718,9,Held: Allows Alakazam to Mega Evolve into Mega Alakazam.,Held: Allows Alakazam to Mega Evolve into Mega Alakazam.
719,5,Tenu: Permet à Scarhino de Méga-Évoluer en Méga-Scarhino.,Tenu: Permet à Scarhino de Méga-Évoluer en Méga-Scarhino.
719,9,Held: Allows Heracross to Mega Evolve into Mega Heracross.,Held: Allows Heracross to Mega Evolve into Mega Heracross.
720,5,Tenu: Permet à Mysdibule de Méga-Évoluer en Méga-Mysdibule.,Tenu: Permet à Mysdibule de Méga-Évoluer en Méga-Mysdibule.
720,9,Held: Allows Mawile to Mega Evolve into Mega Mawile.,Held: Allows Mawile to Mega Evolve into Mega Mawile.
721,5,Tenu: Permet à Élecsprint de Méga-Évoluer en Méga-Élecsprint.,Tenu: Permet à Élecsprint de Méga-Évoluer en Méga-Élecsprint.
721,9,Held: Allows Manectric to Mega Evolve into Mega Manectric.,Held: Allows Manectric to Mega Evolve into Mega Manectric.
722,5,Tenu: Permet à Carchacrok de Méga-Évoluer en Méga-Carchacrok.,Tenu: Permet à Carchacrok de Méga-Évoluer en Méga-Carchacrok.
722,9,Held: Allows Garchomp to Mega Evolve into Mega Garchomp.,Held: Allows Garchomp to Mega Evolve into Mega Garchomp.
723,5,Tenu: Consommé quand touché par une attaque de type Fée super efficace pour diviser par deux les dégâts.,Tenu: Consommé quand touché par une attaque de type Fée super efficace pour diviser par deux les dégâts.
723,9,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.
724,5,"Tenu: Quand le porteur est touché par une capacité physique, augmente sa Défense d'un niveau.","Tenu: Quand le porteur est touché par une capacité physique, augmente sa Défense d'un niveau."
724,9,"Held: When the holder is hit by a physical move, increases its Defense by one stage.","Held: When the holder is hit by a physical move, increases its Defense by one stage."
725,5,"Tenu: Quand le porteur est touché par une capacité spéciale, augmente sa Défense Spéciale d'un niveau.","Tenu: Quand le porteur est touché par une capacité spéciale, augmente sa Défense Spéciale d'un niveau."
725,9,"Held: When the holder is hit by a special move, increases its Special Defense by one stage.","Held: When the holder is hit by a special move, increases its Special Defense by one stage."
726,5,Peut être utilisé à la boutique pour une réduction de 50%.  Consommé une fois utilisé.,Peut être utilisé à la boutique pour une réduction de 50%.  Consommé une fois utilisé.
726,9,Can be used at a boutique for a 50% discount.  Consumed once used.,Can be used at a boutique for a 50% discount.  Consumed once used.
727,5,Déchêt.,Déchêt.
727,9,Vendor trash.,Vendor trash.
728,5,Soigne toutes les altérations majeures de statut et la confusion.,Soigne toutes les altérations majeures de statut et la confusion.
728,9,Cures all major status ailments and confusion.,Cures all major status ailments and confusion.
729,5,Peut être ressuscité en Ptyranidur.,Peut être ressuscité en Ptyranidur.
729,9,Can be revived into a Tyrunt.,Can be revived into a Tyrunt.
730,5,Peut être ressuscité en Amagara.,Peut être ressuscité en Amagara.
730,9,Can be revived into an Amaura.,Can be revived into an Amaura.
731,5,"Tenu: Quand le porteur utilise une capacité offensive Fée, la puissance de la capacité augmente de 50% et cet objet est consommé.","Tenu: Quand le porteur utilise une capacité offensive Fée, la puissance de la capacité augmente de 50% et cet objet est consommé."
731,9,"Held: When the holder uses a damaging Fairy move, the move has 1.5× power and this item is consumed.","Held: When the holder uses a damaging Fairy move, the move has 1.5× power and this item is consumed."
732,5,Contient des informations basic sur le gameplay.,Contient des informations basic sur le gameplay.
732,9,Contains basic gameplay information.,Contains basic gameplay information.
733,5,Débloque l'ascenseur des Labos Lysandre.,Débloque l'ascenseur des Labos Lysandre.
733,9,Unlocks the elevator in Lysandre Labs.,Unlocks the elevator in Lysandre Labs.
734,5,Affiche les conversations des cinématiques au fur et à mesure que l'intrigue avance.,Affiche les conversations des cinématiques au fur et à mesure que l'intrigue avance.
734,9,Displays cutscene conversations as the plot advances.,Displays cutscene conversations as the plot advances.
735,5,"Ne fait rien, mais signifie devenir Champion.","Ne fait rien, mais signifie devenir Champion."
735,9,"Does nothing, but signifies becoming Champion.","Does nothing, but signifies becoming Champion."
736,5,"À échanger pour une Pierre Soleil dans X et Y, ou une Roucarnagite dans Omega Ruby et Saphir Alpha.","À échanger pour une Pierre Soleil dans X et Y, ou une Roucarnagite dans Omega Ruby et Saphir Alpha."
736,9,"Trade for a Sun Stone in X and Y, or Pidgeotite in Omega Ruby and Alpha Sapphire.","Trade for a Sun Stone in X and Y, or Pidgeotite in Omega Ruby and Alpha Sapphire."
737,5,Permet au joueur de changer la couleur de ses yeux.,Permet au joueur de changer la couleur de ses yeux.
737,9,Allows the player to change their eye color.,Allows the player to change their eye color.
738,5,Avance l'intrigue de Beladonis dans le postgame.,Avance l'intrigue de Beladonis dans le postgame.
738,9,Advances the Looker postgame plot.,Advances the Looker postgame plot.
739,5,Permet aux Pokémon du joueur de Méga-Évoluer.,Permet aux Pokémon du joueur de Méga-Évoluer.
739,9,Allows the player’s Pokémon to Mega Evolve.,Allows the player’s Pokémon to Mega Evolve.
740,5,Permet l'entrée dans la Centrale.,Permet l'entrée dans la Centrale.
740,9,Permits entry to the Kalos Power Plant.,Permits entry to the Kalos Power Plant.
741,5,Échangé à la mère du joueur contre la Carte et une Potion.,Échangé à la mère du joueur contre la Carte et une Potion.
741,9,Traded to the player’s mom for the Town Map and a Potion.,Traded to the player’s mom for the Town Map and a Potion.
742,5,Permet au joueur de se déplacer rapidement et hors des sentiers battus.,Permet au joueur de se déplacer rapidement et hors des sentiers battus.
742,9,Allows the player to move quickly and off the grid.,Allows the player to move quickly and off the grid.
743,5,Arrose les plants de Baie.,Arrose les plants de Baie.
743,9,Waters Berry plants.,Waters Berry plants.
744,5,Permet d'accéder à Batisques.,Permet d'accéder à Batisques.
744,9,Permits access to Kiloude City.,Permits access to Kiloude City.
745,5,Apprend la CT96 à un Pokémon.,Apprend la CT96 à un Pokémon.
745,9,Teaches a Pokémon TM96.,Teaches a Pokémon TM96.
746,5,Apprend la CT97 à un Pokémon.,Apprend la CT97 à un Pokémon.
746,9,Teaches a Pokémon TM97.,Teaches a Pokémon TM97.
747,5,Apprend la CT98 à un Pokémon.,Apprend la CT98 à un Pokémon.
747,9,Teaches a Pokémon TM98.,Teaches a Pokémon TM98.
748,5,Apprend la CT99 à un Pokémon.,Apprend la CT99 à un Pokémon.
748,9,Teaches a Pokémon TM99.,Teaches a Pokémon TM99.
749,5,Apprend la CT100 à un Pokémon.,Apprend la CT100 à un Pokémon.
749,9,Teaches a Pokémon TM100.,Teaches a Pokémon TM100.
760,5,Tenu: Permet à Latias de Méga-Évoluer en Méga-Latias.,Tenu: Permet à Latias de Méga-Évoluer en Méga-Latias.
760,9,Held: Allows Latias to Mega Evolve into Mega Latias.,Held: Allows Latias to Mega Evolve into Mega Latias.
761,5,Tenu: Permet à Latios de Méga-Évoluer en Méga-Latios.,Tenu: Permet à Latios de Méga-Évoluer en Méga-Latios.
761,9,Held: Allows Latios to Mega Evolve into Mega Latios.,Held: Allows Latios to Mega Evolve into Mega Latios.
762,5,Inconnu.,Inconnu.
762,9,Unknown.,Unknown.
763,5,Permet au joueur de changer la couleur de son rouge à lèvres,Permet au joueur de changer la couleur de son rouge à lèvres
763,9,Allows the player to change their lipstick color.,Allows the player to change their lipstick color.
764,5,"Non obtenable, mais permet au joueur de changer de vêtements n'importe où.","Non obtenable, mais permet au joueur de changer de vêtements n'importe où."
764,9,"Unobtainable, but allows the player to change clothes anywhere.","Unobtainable, but allows the player to change clothes anywhere."
765,5,Soigne n'importe quelle altération de statut et la confusion.,Soigne n'importe quelle altération de statut et la confusion.
765,9,Cures any major status ailment and confusion.,Cures any major status ailment and confusion.
768,5,Gemme Sésame non utilisée.,"Inutilisé.  Il apparaît comme le Méga-Bracelet de la joueuse dans les Concours Pokémon, mais il ne peut pas être obtenu."
768,9,Unused Key Stone.,"Unused.  This appears as the girlplayer’s Mega Bracelet in Pokémon Contests, but it cannot actually be obtained."
769,5,Gemme Sésame d'un PNJ non utilisée.,"Inutilisé.  Il s'agit de la Gemme Sésame de Cornélia dans X et Y, mais elle ne peut pas être obtenue par le joueur."
769,9,Unused NPC Key Stone.,"Unused.  This is Korrina’s Key Stone in X and Y, but it cannot be obtained by the player."
770,5,Permet au capitaine Poupe de débuter son expédition.,Permet au capitaine Poupe de débuter son expédition.
770,9,Allows Captain Stern to set out on his expedition.,Allows Captain Stern to set out on his expedition.
772,5,Crée et stocke les Pokéblocs.,Crée et stocke les Pokéblocs.
772,9,Creates and stores Pokéblocks.,Creates and stores Pokéblocks.
773,5,Débloque la porte de la Salle 1 du Lavandia Sea.,Débloque la porte de la Salle 1 du Lavandia Sea.
773,9,Unlocks the door to Room 1 in Sea Mauville.,Unlocks the door to Room 1 in Sea Mauville.
774,5,Débloque la porte de la Salle 2 du Lavandia Sea.,Débloque la porte de la Salle 2 du Lavandia Sea.
774,9,Unlocks the door to Room 2 in Sea Mauville.,Unlocks the door to Room 2 in Sea Mauville.
775,5,Débloque la porte de la Salle 4 du Lavandia Sea.,Débloque la porte de la Salle 4 du Lavandia Sea.
775,9,Unlocks the door to Room 4 in Sea Mauville.,Unlocks the door to Room 4 in Sea Mauville.
776,5,Débloque la porte de la Salle 6 du Lavandia Sea.,Débloque la porte de la Salle 6 du Lavandia Sea.
776,9,Unlocks the door to Room 6 in Sea Mauville.,Unlocks the door to Room 6 in Sea Mauville.
779,5,Porté par le joueur lorsqu'il est sous l'eau.,Porté par le joueur quand il est sous l'eau avec Plongée dans Rubis Oméga et Saphir Alpha.
779,9,Worn by the player while underwater.,Worn by the player while underwater via Dive in Omega Ruby and Alpha Sapphire.
780,5,Porté pendant les Concours Pokémon.,Porté pendant les Concours Pokémon.
780,9,Worn during Pokémon Contests.,Worn during Pokémon Contests.
782,5,Permet au joueur de chevaucher Groudon dans la Grotte Origine.,Permet au joueur de chevaucher Groudon dans la Grotte Origine.
782,9,Allows the player to ride Groudon in the Cave of Origin.,Allows the player to ride Groudon in the Cave of Origin.
783,5,Permet au joueur de chevaucher Kyogre dans la Grotte Origine.,Permet au joueur de chevaucher Kyogre dans la Grotte Origine.
783,9,Allows the player to ride Kyogre in the Cave of Origin.,Allows the player to ride Kyogre in the Cave of Origin.
784,5,Permet au joueur et à sa mère d'assister au Spectacle d'Astronomie au Centre Spatial d'Algatia.,Permet au joueur et à sa mère d'assister au Spectacle d'Astronomie au Centre Spatial d'Algatia.
784,9,Allows the player and their mother to see the star show in the Mossdeep Space Center.,Allows the player and their mother to see the star show in the Mossdeep Space Center.
785,5,Permet aux Pokémon du joueur de Méga-Évoluer.,Permet aux Pokémon du joueur de Méga-Évoluer.
785,9,Allows the player’s Pokémon to Mega Evolve.,Allows the player’s Pokémon to Mega Evolve.
786,5,Gemme Sésame d'un PNJ non utilisée.,"Inutilisé.  Il s'agit de la Gemme Sésame de Timmy dans Omega Ruby et Alpha Sapphire, mais elle ne peut pas être obtenue par le joueur."
786,9,Unused NPC Key Stone.,"Unused.  This is Wally’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player."
787,5,Gemme Sésame d'un PNJ non utilisée.,"Inutilisé.  Il s'agit de la Gemme Sésame de Max dans Omega Ruby et Alpha Sapphire, mais elle ne peut pas être obtenue par le joueur."
787,9,Unused NPC Key Stone.,"Unused.  This is Maxie’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player."
788,5,Gemme Sésame d'un PNJ non utilisée.,"Inutilisé.  Il s'agit de la Gemme Sésame d'Arthur dans Omega Ruby et Alpha Sapphire, mais elle ne peut pas être obtenue par le joueur."
788,9,Unused NPC Key Stone.,"Unused.  This is Archie’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player."
789,5,Gemme Sésame d'un PNJ non utilisée.,"Inutilisé.  Il s'agit de la Gemme Sésame de Rochard dans Omega Ruby et Alpha Sapphire, mais elle ne peut pas être obtenue par le joueur."
789,9,Unused NPC Key Stone.,"Unused.  This is Steven’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player."
790,5,Gemme Sésame d'un PNJ non utilisée.,"Inutilisé.  Il s'agit de la Gemme Sésame d'Atalante dans Omega Ruby et Alpha Sapphire, mais elle ne peut pas être obtenue par le joueur."
790,9,Unused NPC Key Stone.,"Unused.  This is Lisia’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player."
791,5,Gemme Sésame d'un PNJ non utilisée.,"Inutilisé.  Il s'agit de la Gemme Sésame d'Amaryllis dans Omega Ruby et Alpha Sapphire, mais elle ne peut pas être obtenue par le joueur."
791,9,Unused NPC Key Stone.,"Unused.  This is Zinnia’s Key Stone in Omega Ruby and Alpha Sapphire, but it cannot be obtained by the player."
793,5,Tenu: Permet à Laggron de Méga-Évoluer en Méga-Laggron.,Tenu: Permet à Laggron de Méga-Évoluer en Méga-Laggron.
793,9,Held: Allows Swampert to Mega Evolve into Mega Swampert.,Held: Allows Swampert to Mega Evolve into Mega Swampert.
794,5,Tenu: Permet à Jungko de Méga-Évoluer en Méga-Jungko.,Tenu: Permet à Jungko de Méga-Évoluer en Méga-Jungko.
794,9,Held: Allows Sceptile to Mega Evolve into Mega Sceptile.,Held: Allows Sceptile to Mega Evolve into Mega Sceptile.
795,5,Tenu: Permet à Ténéfix de Méga-Évoluer en Méga-Ténéfix.,Tenu: Permet à Ténéfix de Méga-Évoluer en Méga-Ténéfix.
795,9,Held: Allows Sableye to Mega Evolve into Mega Sableye.,Held: Allows Sableye to Mega Evolve into Mega Sableye.
796,5,Tenu: Permet à Altaria de Méga-Évoluer en Méga-Altaria.,Tenu: Permet à Altaria de Méga-Évoluer en Méga-Altaria.
796,9,Held: Allows Altaria to Mega Evolve into Mega Altaria.,Held: Allows Altaria to Mega Evolve into Mega Altaria.
797,5,Tenu: Permet à Gallame de Méga-Évoluer en Méga-Gallame.,Tenu: Permet à Gallame de Méga-Évoluer en Méga-Gallame.
797,9,Held: Allows Gallade to Mega Evolve into Mega Gallade.,Held: Allows Gallade to Mega Evolve into Mega Gallade.
798,5,Tenu: Permet à Nanméouïe de Méga-Évoluer en Méga-Nanméouïe.,Tenu: Permet à Nanméouïe de Méga-Évoluer en Méga-Nanméouïe.
798,9,Held: Allows Audino to Mega Evolve into Mega Audino.,Held: Allows Audino to Mega Evolve into Mega Audino.
799,5,Tenu: Permet à Métalosse de Méga-Évoluer en Méga-Métalosse.,Tenu: Permet à Métalosse de Méga-Évoluer en Méga-Métalosse.
799,9,Held: Allows Metagross to Mega Evolve into Mega Metagross.,Held: Allows Metagross to Mega Evolve into Mega Metagross.
800,5,Tenu: Permet à Sharpedo de Méga-Évoluer en Méga-Sharpedo.,Tenu: Permet à Sharpedo de Méga-Évoluer en Méga-Sharpedo.
800,9,Held: Allows Sharpedo to Mega Evolve into Mega Sharpedo.,Held: Allows Sharpedo to Mega Evolve into Mega Sharpedo.
801,5,Tenu: Permet à Flagadoss de Méga-Évoluer en Méga-Flagadoss.,Tenu: Permet à Flagadoss de Méga-Évoluer en Méga-Flagadoss.
801,9,Held: Allows Slowbro to Mega Evolve into Mega Slowbro.,Held: Allows Slowbro to Mega Evolve into Mega Slowbro.
802,5,Tenu: Permet à Steelix de Méga-Évoluer en Méga-Steelix.,Tenu: Permet à Steelix de Méga-Évoluer en Méga-Steelix.
802,9,Held: Allows Steelix to Mega Evolve into Mega Steelix.,Held: Allows Steelix to Mega Evolve into Mega Steelix.
803,5,Tenu: Permet à Roucarnage de Méga-Évoluer en Méga-Roucarnage.,Tenu: Permet à Roucarnage de Méga-Évoluer en Méga-Roucarnage.
803,9,Held: Allows Pidgeot to Mega Evolve into Mega Pidgeot.,Held: Allows Pidgeot to Mega Evolve into Mega Pidgeot.
804,5,Tenu: Permet à Oniglali de Méga-Évoluer en Méga-Oniglali.,Tenu: Permet à Oniglali de Méga-Évoluer en Méga-Oniglali.
804,9,Held: Allows Glalie to Mega Evolve into Mega Glalie.,Held: Allows Glalie to Mega Evolve into Mega Glalie.
805,5,Tenu: Permet à Diancie de Méga-Évoluer en Méga-Diancie.,Tenu: Permet à Diancie de Méga-Évoluer en Méga-Diancie.
805,9,Held: Allows Diancie to Mega Evolve into Mega Diancie.,Held: Allows Diancie to Mega Evolve into Mega Diancie.
806,5,Transforme Hoopa en sa forme Déchaîné pour trois jours.,Transforme Hoopa en sa forme Déchaîné pour trois jours.
806,9,Transforms Hoopa into its Unbound form for up to three days.,Transforms Hoopa into its Unbound form for up to three days.
807,5,Gemme Sésame non utilisée.,"Inutilisé.  Il apparaît comme le Méga-Bracelet du joueur garçon dans les concours Pokémon, mais il ne peut pas être obtenu."
807,9,Unused Key Stone.,"Unused.  This appears as the boy player’s Mega Bracelet in Pokémon Contests, but it cannot actually be obtained."
808,5,Tenu: Permet à Camérupt de Méga-Évoluer en Méga-Camérupt.,Tenu: Permet à Camérupt de Méga-Évoluer en Méga-Camérupt.
808,9,Held: Allows Camerupt to Mega Evolve into Mega Camerupt.,Held: Allows Camerupt to Mega Evolve into Mega Camerupt.
809,5,Tenu: Permet à Lockpin de Méga-Évoluer en Méga-Lockpin.,Tenu: Permet à Lockpin de Méga-Évoluer en Méga-Lockpin.
809,9,Held: Allows Lopunny to Mega Evolve into Mega Lopunny.,Held: Allows Lopunny to Mega Evolve into Mega Lopunny.
810,5,Tenu: Permet à Drattak de Méga-Évoluer en Méga-Drattak.,Tenu: Permet à Drattak de Méga-Évoluer en Méga-Drattak.
810,9,Held: Allows Salamence to Mega Evolve into Mega Salamence.,Held: Allows Salamence to Mega Evolve into Mega Salamence.
811,5,Tenu: Permet à Dardargnan de Méga-Évoluer en Méga-Dardargnan.,Tenu: Permet à Dardargnan de Méga-Évoluer en Méga-Dardargnan.
811,9,Held: Allows Beedrill to Mega Evolve into Mega Beedrill.,Held: Allows Beedrill to Mega Evolve into Mega Beedrill.
814,5,Permet aux Pokémon du joueur de Méga-Évoluer.,Permet aux Pokémon du joueur de Méga-Évoluer.
814,9,Allows the player’s Pokémon to Mega Evolve.,Allows the player’s Pokémon to Mega Evolve.
815,5,"Transforme la Météorite en sa forme finale, permettant à Rayquaza de Méga-Évoluer.","Transforme la Météorite en sa forme finale, permettant à Rayquaza de Méga-Évoluer."
815,9,"Causes the Meteorite to transform to its final form, allowing Rayquaza to Mega Evolve.","Causes the Meteorite to transform to its final form, allowing Rayquaza to Mega Evolve."
816,5,Invoque Latias ou Latios pour s'envoler sur son dos.,Invoque Latias ou Latios pour s'envoler sur son dos.
816,9,Summons Latias or Latios for a ride.,Summons Latias or Latios for a ride.
817,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Normal.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Normal.
817,9,Held: Allows a Pokémon to use the Z-move equivalents of its Normal moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Normal moves.
818,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Feu.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Feu.
818,9,Held: Allows a Pokémon to use the Z-move equivalents of its Fire moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Fire moves.
819,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Eau.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Eau.
819,9,Held: Allows a Pokémon to use the Z-move equivalents of its Water moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Water moves.
820,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Électrik.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Électrik.
820,9,Held: Allows a Pokémon to use the Z-move equivalents of its Electric moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Electric moves.
821,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Plante.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Plante.
821,9,Held: Allows a Pokémon to use the Z-move equivalents of its Grass moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Grass moves.
822,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Glace.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Glace.
822,9,Held: Allows a Pokémon to use the Z-move equivalents of its Ice moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Ice moves.
823,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Combat.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Combat.
823,9,Held: Allows a Pokémon to use the Z-move equivalents of its Fighting moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Fighting moves.
824,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Poison.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Poison.
824,9,Held: Allows a Pokémon to use the Z-move equivalents of its Poison moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Poison moves.
825,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Sol.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Sol.
825,9,Held: Allows a Pokémon to use the Z-move equivalents of its Ground moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Ground moves.
826,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Vol.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Vol.
826,9,Held: Allows a Pokémon to use the Z-move equivalents of its Flying moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Flying moves.
827,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Psy.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Psy.
827,9,Held: Allows a Pokémon to use the Z-move equivalents of its Psychic moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Psychic moves.
828,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Insecte.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Insecte.
828,9,Held: Allows a Pokémon to use the Z-move equivalents of its Bug moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Bug moves.
829,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Roche.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Roche.
829,9,Held: Allows a Pokémon to use the Z-move equivalents of its Rock moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Rock moves.
830,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Spectre.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Spectre.
830,9,Held: Allows a Pokémon to use the Z-move equivalents of its Ghost moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Ghost moves.
831,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Dragon.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Dragon.
831,9,Held: Allows a Pokémon to use the Z-move equivalents of its Dragon moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Dragon moves.
832,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Ténèbres.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Ténèbres.
832,9,Held: Allows a Pokémon to use the Z-move equivalents of its Dark moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Dark moves.
833,5,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Acier.,Tenu: Permet à un Pokémon d'utiliser les Capacités Z équivalentes à ses capacités Acier.
833,9,Held: Allows a Pokémon to use the Z-move equivalents of its Steel moves.,Held: Allows a Pokémon to use the Z-move equivalents of its Steel moves.
