move_effect_id,local_language_id,short_effect,effect
305,5,Supprime toutes les modifications de stat de la cible.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Toutes les [modifications de stat]{mechanic:stat-modifiers} de la cible sont réinitialisées à zéro.
305,9,Removes all of the target’s stat modifiers.,Inflicts [regular damage]{mechanic:regular-damage}.  All of the target’s [stat modifiers]{mechanic:stat-modifiers} are reset to zero.
306,5,"La puissance est plus grande plus les stats du lanceur ont été augmentée, jusqu'à un maximum de 31×.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  La puissance est augmentée de 100% de sa valeur d'origine pour chaque [niveau]{mechanic:stage} que n'importe quelle stat du lanceur a été augmentée.  La [précision]{mechanic:accuracy}, [esquive]{mechanic:evasion}, et stats diminuées n'affectent pas la puissance de cette capacité.  Pour un Pokémon avec toutes les cinq stats modifiées à +6, la puissance de cette capacité est 31×."
306,9,"Power is higher the more the user’s stats have been raised, to a maximum of 31×.","Inflicts [regular damage]{mechanic:regular-damage}.  Power is increased by 100% its original value for every [stage]{mechanic:stage} any of the user’s stats have been raised.  [Accuracy]{mechanic:accuracy}, [evasion]{mechanic:evasion}, and lowered stats do not affect this move’s power.  For a Pokémon with all five stats modified to +6, this move’s power is 31×."
307,5,Empêche toute capacité prioritaire de frapper un Pokémon allié ce tour.,"Les capacités avec une priorité supérieure à 0 ne frapperont pas les Pokémon alliés pour le reste de ce tour.  Si le lanceur est le dernier à agir ce tour, cette capacité [échouera]{mechanic:fail}.

Cette capacité ne peut pas être sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}."
307,9,Prevents any priority moves from hitting friendly Pokémon this turn.,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will [fail]{mechanic:fail}.

This move cannot be selected by [Assist]{move:assist} or [Metronome]{move:metronome}."
308,5,Le lanceur change de place avec le Pokémon allié à l'opposé.,"Le lanceur change de position sur le terrain avec le Pokémon allié opposé à lui.  Si le lanceur est en position du milieu dans un combat triple, ou qu'il n'y a pas d'autre Pokémon allié, cette capacité [échouera]{mechanic:fail}."
308,9,User switches places with the friendly Pokémon opposite it.,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will [fail]{mechanic:fail}."
309,5,"Augmente l'Attaque, Attaque Spéciale, et Vitesse du lanceur de deux niveaux.  Diminue la Défense et Défense Spéciale du lanceur d'un niveau.","Augmente l'[Attaque]{mechanic:attack}, [Attaque Spéciale]{mechanic:special-attack}, et [Vitesse]{mechanic:speed} du lanceur de deux [niveaux]{mechanic:stage} chacune.  Diminue la [Défense]{mechanic:defense} et [Défense Spéciale]{mechanic:special-defense} du lanceur d'un [niveau]{mechanic:stage} chacune."
309,9,"Raises user’s Attack, Special Attack, and Speed by two stages.  Lower user’s Defense and Special Defense by one stage.","Raises the user’s [Attack]{mechanic:attack}, [Special Attack]{mechanic:special-attack}, and [Speed]{mechanic:speed} by two [stages]{mechanic:stage} each.  Lowers the user’s [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage} each."
310,5,Soigne la cible de la moitié de ses PV.,Soigne la cible de la moitié de ses [PV]{mechanic:hp} max.
310,9,Heals the target for half its max HP.,Heals the target for half its max [HP]{mechanic:hp}.
311,5,A une puissance double si la cible a une altération majeure de statut.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si la cible a une [altération majeure de statut]{mechanic:major-status-ailment}, cette capacité a une puissance double."
311,9,Has double power if the target has a major status ailment.,"Inflicts [regular damage]{mechanic:regular-damage}.  If the target has a [major status ailment]{mechanic:major-status-ailment}, this move has double power."
312,5,"Emporte la cible dans les airs, évitant toutes les attaques contre eux, et la lâche au prochain tour.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Le lanceur porte la cible haut dans les airs pendant un tour, pendant lequel aucune capacité ne frappera l'un ou l'autre Pokémon et aucun ne peut agir.  Au prochain tour, le lanceur lâche la cible, infligeant des dégâts et mettant fin à l'effet.  

Si la cible est de type [Vol]{type:flying}, cette capacité fonctionnera normalement mais n'infligera pas de dégât.  

[Tornade]{move:gust}, [Vent Violent]{move:hurricane}, [Stratopercut]{move:sky-uppercut}, [Anti-Air]{move:smack-down}, [Fatal-Foudre]{move:thunder}, [Ouragan]{move:twister}, et [Cyclone]{move:whirlwind} peuvent frapper le lanceur et la cible pendant cet effet.  [Tornade]{move:gust} et [Ouragan]{move:twister} auront une puissance double additionnelle.  

Les dégâts de [Grêle]{move:hail} et [Tempête de Sable]{move:sandstorm} s'appliquent toujours pendant cet effet.  

L'un des Pokémon peut être touché pendant cet effet si aussi sous l'effet de [Verrouillage]{move:lock-on}, [Lire-Esprit]{move:mind-reader}, ou [Annule Garde]{ability:no-guard}.  

Cette capacité ne peut pas être utilisée quand [Gravité]{move:gravity} est active.  

Cette capacité ne peut pas être sélectionnée par [Blabla Dodo]{move:sleep-talk}.  

*Bug*: Si [Gravité]{move:gravity} est utilisée pendant un combat double ou triple quand cette capacité est active, cette capacité n'est pas correctement annulée sur la cible, et elle reste dans les airs indéfiniment.  Comme cette capacité empêche la cible d'agir, le seul moyen de l'enlever du terrain par la suite est de la mettre KO."
312,9,"Carries the target high into the air, dodging all attacks against either, and drops it next turn.","Inflicts [regular damage]{mechanic:regular-damage}.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is [Flying]{type:flying}-type, this move will function as normal but inflict no damage.

[Gust]{move:gust}, [Hurricane]{move:hurricane}, [Sky Uppercut]{move:sky-uppercut}, [Smack Down]{move:smack-down}, [Thunder]{move:thunder}, [Twister]{move:twister}, and [Whirlwind]{move:whirlwind} can hit both the user and the target during this effect.  [Gust]{move:gust} and [Twister]{move:twister} will additionally have double power.

The damage from [Hail]{move:hail} and [Sandstorm]{move:sandstorm} still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of [Lock-On]{move:lock-on}, [Mind Reader]{move:mind-reader}, or [No Guard]{ability:no-guard}.

This move cannot be used while [Gravity]{move:gravity} is in effect.

This move cannot be selected by [Sleep Talk]{move:sleep-talk}.

*Bug*: If [Gravity]{move:gravity} is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it."
313,5,Augmente l'Attaque du lanceur d'un niveau et sa Vitesse de deux niveaux.,Augmente l'[Attaque]{mechanic:attack} du lanceur d'un [niveau]{mechanic:stage} et sa [Vitesse]{mechanic:speed} de deux niveaux.
313,9,Raises the user’s Attack by one stage and its Speed by two stages.,Raises the user’s [Attack]{mechanic:attack} by one [stage]{mechanic:stage} and its [Speed]{mechanic:speed} by two stages.
314,5,Met fin aux combats sauvages.  Force les dresseurs à changer de Pokémon.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}, puis [retire]{mechanic:switch-out} la cible pour un autre Pokémon de son dresseur, sélectionné au hasard.

Si la cible est sous l'effet de [Racines]{move:ingrain} ou [Ventouse]{ability:suction-cups}, ou a un [Clonage]{move:substitute}, ou que son Dresseur n'a plus de Pokémon utilisable, elle ne sera pas retirée.  Si la cible est un Pokémon sauvage, le combat prend fin à la place."
314,9,Ends wild battles.  Forces trainers to switch Pokémon.,"Inflicts [regular damage]{mechanic:regular-damage}, then [switches]{mechanic:switch-out} the target out for another of its trainer’s Pokémon, selected at random.

If the target is under the effect of [Ingrain]{move:ingrain} or [Suction Cups]{ability:suction-cups}, or it has a [Substitute]{move:substitute}, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead."
315,5,Détruit la baie tenue de la cible.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si la cible [tient]{mechanic:held-item} une [baie]{mechanic:berry}, elle est détruite et ne peut pas être utilisée en réponse à cette capacité."
315,9,Destroys the target’s held berry.,"Inflicts [regular damage]{mechanic:regular-damage}.  If the target is [holding]{mechanic:held-item} a [berry]{mechanic:berry}, it’s destroyed and cannot be used in response to this move."
316,5,Fait agir la cible en dernier ce tour.,"Force la cible à agir en dernier ce tour, peu importe sa [Vitesse]{mechanic:speed} ou [priorité]{mechanic:priority} de capacité.  Si la cible a déjà agi ce tour, cette capacité [échouera]{mechanic:fail}."
316,9,Makes the target act last this turn.,"Forces the target to act last this turn, regardless of [Speed]{mechanic:speed} or move [priority]{mechanic:priority}.  If the target has already acted this turn, this move will [fail]{mechanic:fail}."
317,5,Augmente l'Attaque et Attaque Spéciale du lanceur d'un niveau.,"Augmente l'[Attaque]{mechanic:attack} et [Attaque Spéciale]{mechanic:special-attack} du lanceur d'un [niveau]{mechanic:stage} chacune.  Sous [Zénith]{move:sunny-day}, augmente les deux stats de deux niveaux."
317,9,Raises the user’s Attack and Special Attack by one stage.,"Raises the user’s [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage} each.  During [Sunny Day]{move:sunny-day}, raises both stats by two stages."
318,5,A une puissance double si le lanceur n'a pas d'objet tenu.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si le lanceur n'a pas d'[objet tenu]{mechanic:held-item}, cette capacité a une puissance double."
318,9,Has double power if the user has no held item.,"Inflicts [regular damage]{mechanic:regular-damage}.  If the user has no [held item]{mechanic:held-item}, this move has double power."
319,5,Le lanceur devient du type de la cible.,Le type du lanceur change pour correspondre à celui de la cible.
319,9,User becomes the target’s type.,User’s type changes to match the target’s.
320,5,A une puissance double si un Pokémon allié a été mis KO au dernier tour.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si un Pokémon allié a été mis KO au tour précédent, cette capacité a une puissance double."
320,9,Has double power if a friendly Pokémon fainted last turn.,"Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon fainted on the previous turn, this move has double power."
321,5,Inflige des dégâts égaux aux PV restants du lanceur.  Le lanceur est mis KO.,Inflige des dégâts égaux aux [PV]{mechanic:hp} restants du lanceur.  Le lanceur est mis KO.
321,9,Inflicts damage equal to the user’s remaining HP.  User faints.,Inflicts damage equal to the user’s remaining [HP]{mechanic:hp}.  User faints.
322,5,Augmente l'Attaque Spéciale du lanceur de trois niveaux.,Augmente l'[Attaque spéciale]{mechanic:special-attack} du lanceur de trois [niveaux]{mechanic:stage}.
322,9,Raises the user’s Special Attack by three stages.,Raises the user’s [Special Attack]{mechanic:special-attack} by three [stages]{mechanic:stage}.
323,5,"Augmente l'Attaque, Défense, et précision du lanceur d'un niveau chacun.","Augmente l'[Attaque]{mechanic:attack}, [Défense]{mechanic:defense}, et [précision]{mechanic:accuracy} du lanceur d'un [niveau]{mechanic:stage} chacune."
323,9,"Raises the user’s Attack, Defense, and accuracy by one stage each.","Raises the user’s [Attack]{mechanic:attack}, [Defense]{mechanic:defense}, and [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage} each."
324,5,Donne l'objet tenu du lanceur à la cible.,"Transfère l'[objet tenu]{mechanic:held-item} du lanceur à la cible.  Si le lanceur n'a pas d'objet tenu, ou que la cible a déjà un objet tenu, cette capacité [échouera]{mechanic:fail}."
324,9,Gives the user’s held item to the target.,"Transfers the user’s [held item]{mechanic:held-item} to the target.  If the user has no held item, or the target already has a held item, this move will [fail]{mechanic:fail}."
325,5,"Avec [Aire d'Herbe]{move:grass-pledge}, divise par deux la Vitesse du Pokémon adverse pendant quatre tours.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si un Pokémon allié a utilisé [Aire d’Herbe]{move:grass-pledge} plus tôt ce tour, tous les Pokémon adverses ont leur [Vitesse]{mechanic:speed} divisée par deux pendant quatre tours (incluant celui-ci)."
325,9,"With [Grass Pledge]{move:grass-pledge}, halves opposing Pokémon’s Speed for four turns.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used [Grass Pledge]{move:grass-pledge} earlier this turn, all opposing Pokémon have halved [Speed]{mechanic:speed} for four turns (including this one)."
326,5,"Avec [Aire d'Eau]{move:water-pledge}, double les chances d'effet chance des capacités des Pokémon alliés pendant quatre tours.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si un Pokémon allié a utilisé [Aire d’Eau]{move:water-pledge} plus tôt ce tour, les capacités utilisées par n'importe quel Pokémon allié ont une chance d'effet doublée pendant quatre tours (incluant celui-ci)."
326,9,"With [Water Pledge]{move:water-pledge}, doubles the effect chance of friendly Pokémon’s moves for four turns.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used [Water Pledge]{move:water-pledge} earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one)."
327,5,"Avec [Aire de Feu]{move:fire-pledge}, inflige des dégâts aux Pokémon adverses d'1/8 de leurs PV max à chaque tour pendant quatre tours.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si un Pokémon allié a utilisé [Aire de Feu]{move:fire-pledge} plus tôt ce tour, tous les Pokémon adverses subiront 1/8 de leurs [PV]{mechanic:hp} max en dégâts à la fin de chaque tour pendant quatre tours (incluant celui-ci)."
327,9,"With [Fire Pledge]{move:fire-pledge}, damages opposing Pokémon for 1/8 their max HP every turn for four turns.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used [Fire Pledge]{move:fire-pledge} earlier this turn, all opposing Pokémon will take 1/8 their max [HP]{mechanic:hp} in damage at the end of every turn for four turns (including this one)."
328,5,Augmente l'Attaque et Attaque Spéciale du lanceur d'un niveau chacun.,Augmente l'[Attaque]{mechanic:attack} et [Attaque Spéciale]{mechanic:special-attack} du lanceur d'un [niveau]{mechanic:stage} chacune.
328,9,Raises the user’s Attack and Special Attack by one stage each.,Raises the user’s [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage} each.
329,5,Augmente la Défense du lanceur de trois niveaux.,Augmente la [Défense]{mechanic:defense} du lanceur de trois [niveaux]{mechanic:stage}.
329,9,Raises the user’s Defense by three stages.,Raises the user’s [Defense]{mechanic:defense} by three [stages]{mechanic:stage}.
330,5,A une $probabilité_d'effet% de chances d'endormir la cible.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  A une $probabilité_d'effet% de chances d'[endormir]{mechanic:sleep} la cible.
Si le lanceur est un [Meloetta]{pokemon:meloetta}, il basculera entre sa Forme Chant et Danse."
330,9,Has a $effect_chance% chance to put the target to sleep.,"Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to put the target to [sleep]{mechanic:sleep}.
If the user is a [Meloetta]{pokemon:meloetta}, it will toggle between Aria and Pirouette Forme."
331,5,Diminue la Vitesse de la cible d'un niveau.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Diminue la [Vitesse]{mechanic:speed} de la cible d'un [niveau]{mechanic:stage}.
331,9,Lowers the target’s Speed by one stage.,Inflicts [regular damage]{mechanic:regular-damage}.  Lowers the target’s [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.
332,5,Requiert un tour de charge avant d'attaquer.  A une $probabilité_d'effet% de chances de paralyser la cible.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  A une $probabilité_d'effet% de chances de [paralyser]{mechanic:paralysis} la cible.  Le lanceur charge pendant un tour avant d'attaquer.
332,9,Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.,Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.  User charges for one turn before attacking.
333,5,Requiert un tour de charge avant d'attaquer.  A une $probabilité_d'effet% de chances de [burn]{mechanic:burn} la cible.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  A une $probabilité_d'effet% de chances de [brûler]{mechanic:burn} la cible.  Le lanceur charge pendant un tour avant d'attaquer.
333,9,Requires a turn to charge before attacking.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.,Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.  User charges for one turn before attacking.
334,5,A une $probabilité_d'effet% de chances de rendre la cible confuse.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  A une $probabilité_d'effet% de chances de rendre la cible [confuse]{mechanic:confusion}.

Cette capacité peut frapper les Pokémon sous l'effet de [Rebond]{move:bounce}, [Vol]{move:fly}, ou [Chute Libre]{move:sky-drop}.

Sous [Danse Pluie]{move:rain-dance}, cette capacité a 100% de précision.  Sous [Zénith]{move:sunny-day}, cette capacité a 50% de précision."
334,9,Has a $effect_chance% chance to confuse the target.,"Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [confuse]{mechanic:confuse} the target.

This move can hit Pokémon under the effect of [Bounce]{move:bounce}, [Fly]{move:fly}, or [Sky Drop]{move:sky-drop}.

During [Rain Dance]{move:rain-dance}, this move has 100% accuracy.  During [Sunny Day]{move:sunny-day}, this move has 50% accuracy."
335,5,"Diminue la Défense, Défense Spéciale, et Vitesse du lanceur d'un niveau chacune.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Diminue la [Défense]{mechanic:defense}, [Défense Spéciale]{mechanic:special-defense}, et [Vitesse]{mechanic:speed} du lanceur d'un [niveau]{mechanic:stage} chacune."
335,9,"Lowers the user’s Defense, Special Defense, and Speed by one stage each.","Inflicts [regular damage]{mechanic:regular-damage}.  Lowers the user’s [Defense]{mechanic:defense}, [Special Defense]{mechanic:special-defense}, and [Speed]{mechanic:speed} by one [stage]{mechanic:stage} each."
336,5,"Avec [Éclair Croix]{move:fusion-bolt}, inflige le double de dégâts.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si un Pokémon allié a utilisé [Éclair Croix]{move:fusion-bolt} plus tôt ce tour, cette capacité a une puissance double."
336,9,"With [Fusion Bolt]{move:fusion-bolt}, inflicts double damage.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used [Fusion Bolt]{move:fusion-bolt} earlier this turn, this move has double power."
337,5,"Avec [Flamme Croix]{move:fusion-flare}, inflige le double de dégâts.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si un Pokémon allié a utilisé [Flamme Croix]{move:fusion-flare} plus tôt ce tour, cette capacité a une puissance double."
337,9,"With [Fusion Flare]{move:fusion-flare}, inflicts double damage.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used [Fusion Flare]{move:fusion-flare} earlier this turn, this move has double power."
338,5,Inflige des dégâts de type [Combat]{type:fighting} et [Vol]{type:flying}.,"Inflige des dégâts réguliers.  À des fins d'efficacité de type, cette capacité est à la fois [Combat]{type:fighting} et [Vol]{type:flying}: son efficacité finale est déterminée en multipliant l'efficacité de chaque type contre chaque type de la cible.

À d'autres fins, cette capacité est de type Combat pur.  Si le type de cette capacité est changé, son type Combat est écrasé, et son second type reste Vol.

Si la cible a utilisé [Lilliput]{move:minimize} depuis son entrée au combat, cette capacité a une puissance double et ne manque jamais sa cible."
338,9,Deals both [Fighting]{type:fighting} and [Flying]{type:flying}-type damage.,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both [Fighting]{type:fighting}- and [Flying]{type:flying}-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target’s types.

For all other purposes, this move is pure Fighting-type.  If this move’s type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.

If the target has used [Minimize]{move:minimize} since entering battle, this move has double power and will never miss."
339,5,Ne peut être utilisé qu'après que le lanceur a mangé une baie.,"Inflige des dégâts réguliers.  Ne peut être utilise seulement si le lanceur a mangé une baie depuis le début du combat.

Après que le lanceur mange une baie, elle peut utiliser cette capacité n'importe quel nombre de fois jusqu'à la fin du combat, même si elle se retire.  Manger une baie tenue, manger une baie via [Piqûre]{move:bug-bite} ou [Picore]{move:pluck}, ou être la cible d'un [Dégommage]{move:fling} rendront cette capacité utilisable.  Nourrir un Pokémon d'une baie du sac ou en utilisant [Don Naturel]{move:natural-gift} ne le feront pas.

Si le dresseur choisit cette capacité quand elle ne peut pas être utilisée, le choix est rejeté catégoriquement et le dresseur doit choisir une autre capacité."
339,9,Can only be used after the user has eaten a berry.,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.

After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via [Bug Bite]{move:bug-bite} or [Pluck]{move:pluck}, or being the target of a [Flung]{move:fling} berry will enable this move.  Feeding a Pokémon a berry from the bag or using [Natural Gift]{move:natural-gift} will not.

If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move."
340,5,Augmente l'Attaque et Attaque Spéciale de tous les Pokémon [Plante]{type:grass} au combat.,Augmente l'Attaque et Attaque Spéciale de tous les Pokémon [Plante]{type:grass} au combat.
340,9,Raises the Attack and Special Attack of all [Grass]{type:grass} Pokémon in battle.,Raises the Attack and Special Attack of all [Grass]{type:grass} Pokémon in battle.
341,5,"Couvre le terrain adverse, diminuant la Vitesse des adversaires d'un niveau à chaque entrée sur le terrain.","Lance une toile sur le côté du terrain de l'adversaire, qui diminue la Vitesse de n'importe quel Pokémon adverse qui entre sur le terrain d'un niveau.

Les Pokémon dans les airs, tels que les types [Vol]{type:flying} et ceux avec [Lévitation]{ability:levitate}, ne sont pas affectés.  [Tour Rapide]{move:rapid-spin} supprime la Toile Gluante du côté du terrain du lanceur; [Anti-Brume]{move:defog} la supprime des deux côtés."
341,9,"Covers the opposing field, lowering opponents’ Speed by one stage upon switching in.","Shoots a web over the opponents’ side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.

Pokémon in the air, such as [Flying]{type:flying}-types and those with [Levitate]{ability:levitate}, are unaffected.  [Rapid Spin]{move:rapid-spin} removes Sticky Web from the user’s side of the field; [Defog]{move:defog} removes it from both sides."
342,5,Augmente l'Attaque du lanceur de deux niveaux s'il met KO la cible.,Inflige des dégâts réguliers. Augmente l'Attaque du lanceur de deux niveaux si elle met la cible KO.
342,9,Raises the user’s Attack by two stages if it KOs the target.,Inflicts regular damage.  Raises the user’s Attack by two stages if it KOs the target.
343,5,Ajoute [Spectre]{type:ghost} aux types de la cible.,Ajoute [Spectre]{type:ghost} aux types de la cible.
343,9,Adds [Ghost]{type:ghost} to the target’s types.,Adds [Ghost]{type:ghost} to the target’s types.
344,5,Diminue l'Attaque et Attaque Spéciale de la cible d'un niveau.,Diminue l'Attaque et Attaque Spéciale de la cible d'un niveau.
344,9,Lowers the target’s Attack and Special Attack by one stage.,Lowers the target’s Attack and Special Attack by one stage.
345,5,Change toutes les capacités [Normal]{type:normal} en capacités [Électrik]{type:electric} pour le reste du tour.,Change toutes les capacités [Normal]{type:normal} de tous les Pokémon en capacités [Électrik]{type:electric} pour le reste du tour.
345,9,Changes all [Normal]{type:normal} moves to [Electric]{type:electric} moves for the rest of the turn.,Changes all Pokémon’s [Normal]{type:normal} moves to [Electric]{type:electric} moves for the rest of the turn.
346,5,Soigne le lanceur de la moitié des dégâts totaux infligés à toutes les cibles.,Soigne le lanceur de la moitié des dégâts totaux infligés à toutes les cibles.
346,9,Heals the user for half the total damage dealt to all targets.,Heals the user for half the total damage dealt to all targets.
347,5,Diminue l'Attaque et Attaque Spéciale de toutes les cibles d'un niveau.   Fait se retirer le lanceur.,Diminue l'Attaque et Attaque Spéciale de toutes les cibles d'un niveau.   Fait se retirer le lanceur.
347,9,Lowers all targets’ Attack and Special Attack by one stage.  Makes the user switch out.,Lowers all targets’ Attack and Special Attack by one stage.  Makes the user switch out.
348,5,Inverse les modifications de stat de la cible.,Inverse les modifications de stat de la cible.
348,9,Inverts the target’s stat modifiers.,Inverts the target’s stat modifiers.
349,5,Draine 75% des dégâts infligés pour soigner le lanceur.,Inflige des dégâts réguliers.  Draine 75% des dégâts infligés pour soigner le lanceur.
349,9,Drains 75% of the damage inflicted to heal the user.,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.
350,5,Protège tous les Pokémon alliés des capacités non offensives.,"Protège tous les Pokémon alliés des capacités non offensives pour le reste du tour.

Contrairement aux autres capacités bloquantes, cette capacité ne peut pas être utilisée consécutivement sans ses chances de succès qui chutent."
350,9,Protects all friendly Pokémon from non-damaging moves.,"Protects all friendly Pokémon from non-damaging moves for the rest of the turn.

Unlike other blocking moves, this move may be used consecutively without its chance of success falling."
351,5,Augmente la Défense de tous les Pokémon [Plante]{type:grass} au combat.,Augmente la Défense de tous les Pokémon [Plante]{type:grass} au combat.
351,9,Raises the Defense of all [Grass]{type:grass} Pokémon in battle.,Raises the Defense of all [Grass]{type:grass} Pokémon in battle.
352,5,"Pendant cinq tours, soigne tous les Pokémon au sol d'1/16 de leurs PV max à chaque tour et renforce leurs capacités [Plante]{type:grass} de 1.5× leur puissance.","Pendant cinq tours, soigne tous les Pokémon au sol d'1/16 de leurs PV max à chaque tour et renforce leurs capacités [Plante]{type:grass} d'1.5× leur puissance.

Change [Force Nature]{move:nature-power} en [Éco-Sphère]{move:energy-ball}."
352,9,"For five turns, heals all Pokémon on the ground for 1/16 max HP each turn and strengthens their [Grass]{type:grass} moves to 1.5× their power.","For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their [Grass]{type:grass} moves to 1.5× their power.

Changes [Nature Power]{move:nature-power} to [Energy Ball]{move:energy-ball}."
353,5,"Pendant cinq tours, protège tous les Pokémon au sol des altérations majeures de statut et confusion, et divise par deux la puissance des capacités [Dragon]{type:dragon} subies.","Pendant cinq tours, protège tous les Pokémon au sol des altérations majeures de statut et de la confusion et affaiblit les capacités [Dragon]{type:dragon} utilisées contre eux de 0.5× leur puissance.

Change [Force Nature]{move:nature-power} en [Pouvoir Lunaire]{move:moonblast}."
353,9,"For five turns, protects all Pokémon on the ground from major status ailments and confusion, and halves the power of incoming [Dragon]{type:dragon} moves.","For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens [Dragon]{type:dragon} moves used against them to 0.5× their power.

Changes [Nature Power]{move:nature-power} to [Moonblast]{move:moonblast}."
354,5,Change le type de la capacité de la cible en [Électrik]{type:electric} si elle n'a pas encore agi ce tour.,Change le type de la capacité de la cible en [Électrik]{type:electric} si elle n'a pas encore agi ce tour.
354,9,Changes the target’s move’s type to [Electric]{type:electric} if it hasn’t moved yet this turn.,Changes the target’s move’s type to [Electric]{type:electric} if it hasn’t moved yet this turn.
355,5,Empêche tous les Pokémon de fuir ou se retirer pendant le prochain tour.,Empêche tous les Pokémon de fuir ou se retirer pendant le prochain tour.
355,9,Prevents all Pokémon from fleeing or switching out during the next turn.,Prevents all Pokémon from fleeing or switching out during the next turn.
356,5,Bloque les attaques offensives et diminue l'Attaque du Pokémon attaquant de deux niveaux au contact.   Change Exagide en Forme Parade.,Bloque les attaques offensives et diminue l'Attaque du Pokémon attaquant de deux niveaux au contact.   Change Exagide en Forme Parade.
356,9,Blocks damaging attacks and lowers attacking Pokémon’s Attack by two stages on contact.  Switches Aegislash to Shield Forme.,Blocks damaging attacks and lowers attacking Pokémon’s Attack by two stages on contact.  Switches Aegislash to Shield Forme.
357,5,Diminue l'Attaque de la cible d'un niveau.,Diminue l'[Attaque]{mechanic:attack} de la cible d'un [niveau]{mechanic:stage}.
357,9,Lowers the target’s Attack by one stage.,Lowers the target’s [Attack]{mechanic:attack} by one [stage]{mechanic:stage}.
358,5,Diminue l'Attaque Spéciale de la cible d'un niveau.,Diminue l'Attaque Spéciale de la cible d'un niveau.
358,9,Lowers the target’s Special Attack by one stage.,Lowers the target’s Special Attack by one stage.
359,5,A une $probabilité_d'effet% de chances d'augmenter la Défense du lanceur de deux niveaux pour chaque cible touchée.,Inflige des dégâts réguliers.  A une $probabilité_d'effet% de chances d'augmenter la Défense du lanceur de deux niveau pour chaque cible frappée.
