species_id,pokemon_id,pokedex_id,pokedex_number
564,564,16,194
564,564,18,121
564,564,21,241
564,564,23,142
564,564,29,147
565,565,1,565
565,565,8,71
565,565,9,127
565,565,16,195
565,565,18,122
565,565,21,242
565,565,23,143
565,565,29,148
566,566,1,566
566,566,8,72
566,566,9,128
566,566,16,192
566,566,18,119
566,566,21,239
566,566,23,140
566,566,29,149
567,567,1,567
567,567,8,73
567,567,9,129
567,567,16,193
567,567,18,120
567,567,21,240
567,567,23,141
567,567,29,150
568,568,1,568
568,568,8,74
568,568,9,105
568,568,14,74
568,568,16,206
568,568,19,78
568,568,21,264
568,568,24,85
568,568,27,157
569,569,1,569
569,569,8,75
569,569,9,106
569,569,14,75
569,569,16,207
569,569,19,79
569,569,21,265
569,569,24,86
569,569,27,158
570,570,1,570
570,570,8,76
570,570,9,151
570,570,11,154
570,570,14,124
570,570,21,28
570,570,22,28
570,570,25,12
570,570,28,87
570,10238,30,219
570,570,31,228
571,571,1,571
571,571,8,77
571,571,9,152
571,571,11,155
571,571,14,125
571,571,21,29
571,571,22,29
571,571,25,13
571,571,28,88
571,10239,30,220
571,571,31,229
572,572,1,572
572,572,8,78
572,572,9,107
572,572,11,96
572,572,21,266
572,572,24,87
572,572,27,50
572,572,33,111
573,573,1,573
573,573,8,79
573,573,9,108
573,573,11,97
573,573,21,267
573,573,24,88
573,573,27,51
573,573,33,112
574,574,1,574
574,574,8,80
574,574,9,136
574,574,11,63
574,574,14,126
574,574,27,267
574,574,29,51
574,574,31,234
574,574,33,101
575,575,1,575
575,575,8,81
575,575,9,137
575,575,11,64
575,575,14,127
575,575,27,268
575,575,29,52
575,575,31,235
575,575,33,102
576,576,1,576
576,576,8,82
576,576,9,138
576,576,11,65
576,576,14,128
576,576,27,269
576,576,29,53
576,576,31,236
576,576,33,103
577,577,1,577
577,577,8,83
577,577,9,139
577,577,13,115
577,577,27,270
577,577,29,54
577,577,33,148
578,578,1,578
578,578,8,84
578,578,9,140
578,578,13,116
578,578,27,271
578,578,29,55
578,578,33,149
579,579,1,579
579,579,8,85
579,579,9,141
579,579,13,117
579,579,27,272
579,579,29,56
579,579,33,150
580,580,1,580
580,580,8,86
580,580,9,153
580,580,12,127
580,580,32,181
581,581,1,581
581,581,8,87
581,581,9,154
581,581,12,128
581,581,32,182
582,582,1,582
582,582,8,88
582,582,9,255
582,582,14,85
582,582,16,255
582,582,19,127
582,582,21,332
582,582,24,153
582,582,27,72
582,582,29,22
583,583,1,583
583,583,8,89
583,583,9,256
583,583,14,86
583,583,16,256
583,583,19,128
583,583,21,333
583,583,24,154
583,583,27,73
583,583,29,23
584,584,1,584
584,584,8,90
584,584,9,257
584,584,14,87
584,584,16,257
584,584,19,129
584,584,21,334
584,584,24,155
584,584,27,74
584,584,29,24
585,585,1,585
585,585,8,91
585,585,9,159
585,585,31,190
585,585,33,38
586,586,1,586
586,586,8,92
586,586,9,160
586,586,31,191
586,586,33,39
587,587,1,587
587,587,8,93
587,587,9,144
587,587,11,180
587,587,13,86
587,587,16,274
587,587,20,89
587,587,21,364
587,587,25,111
587,587,28,102
588,588,1,588
588,588,8,94
588,588,9,155
588,588,14,22
588,588,27,273
588,588,28,66
588,588,29,95
589,589,1,589
589,589,8,95
589,589,9,156
589,589,14,23
589,589,27,274
589,589,28,67
589,589,29,96
590,590,1,590
590,590,8,96
590,590,9,161
590,590,14,53
590,590,28,77
590,590,31,205
591,591,1,591
591,591,8,97
591,591,9,162
591,591,14,54
591,591,28,78
591,591,31,206
592,592,1,592
592,592,8,98
592,592,9,180
592,592,21,318
592,592,24,139
592,592,27,305
592,592,28,192
593,593,1,593
593,593,8,99
593,593,9,181
593,593,21,319
593,593,24,140
593,593,27,306
593,593,28,193
594,594,1,594
594,594,8,100
594,594,9,182
594,594,13,149
594,594,16,157
594,594,18,84
594,594,21,191
594,594,23,92
594,594,31,336
594,594,33,85
595,595,1,595
595,595,8,101
595,595,9,173
595,595,11,147
595,595,27,64
595,595,29,93
595,595,33,132
596,596,1,596
596,596,8,102
596,596,9,174
596,596,11,148
596,596,27,65
596,596,29,94
596,596,33,133
597,597,1,597
597,597,8,103
597,597,9,175
597,597,13,69
597,597,27,189
597,597,29,179
598,598,1,598
598,598,8,104
598,598,9,176
598,598,13,70
598,598,27,190
598,598,29,180
599,599,1,599
599,599,8,105
599,599,9,130
599,599,27,113
600,600,1,600
600,600,8,106
600,600,9,131
600,600,27,114
601,601,1,601
601,601,8,107
601,601,9,132
601,601,27,115
602,602,1,602
602,602,8,108
602,602,9,177
602,602,31,341
602,602,32,175
602,602,33,134
603,603,1,603
603,603,8,109
603,603,9,178
603,603,31,342
603,603,32,176
603,603,33,135
604,604,1,604
604,604,8,110
604,604,9,179
604,604,31,343
604,604,32,177
604,604,33,136
605,605,1,605
605,605,8,111
605,605,9,188
605,605,21,275
605,605,24,96
605,605,27,277
606,606,1,606
606,606,8,112
606,606,9,189
606,606,21,276
606,606,24,97
606,606,27,278
607,607,1,607
607,607,8,113
607,607,9,190
607,607,11,37
607,607,14,65
607,607,27,287
607,607,29,48
607,607,32,146
608,608,1,608
608,608,8,114
608,608,9,191
608,608,11,38
608,608,14,66
608,608,27,288
608,608,29,49
608,608,32,147
609,609,1,609
609,609,8,115
609,609,9,192
609,609,11,39
609,609,14,67
609,609,27,289
609,609,29,50
609,609,32,148
610,610,1,610
610,610,8,116
610,610,9,183
610,610,11,144
610,610,12,148
610,610,27,324
610,610,31,155
610,610,33,140
611,611,1,611
611,611,8,117
611,611,9,184
611,611,11,145
611,611,12,149
611,611,27,325
611,611,31,156
611,611,33,141
612,612,1,612
612,612,8,118
612,612,9,185
612,612,11,146
612,612,12,150
612,612,27,326
612,612,31,157
612,612,33,142
613,613,1,613
613,613,8,119
613,613,9,195
613,613,11,104
613,613,14,81
613,613,27,279
613,613,29,121
613,613,31,355
613,613,33,153
614,614,1,614
614,614,8,120
614,614,9,196
614,614,11,105
614,614,14,82
614,614,27,280
614,614,29,122
614,614,31,356
614,614,33,154
615,615,1,615
615,615,8,121
615,615,9,197
615,615,14,111
615,615,29,30
615,615,31,360
616,616,1,616
616,616,8,122
616,616,9,157
616,616,14,24
616,616,27,275
616,616,28,64
616,616,29,97
617,617,1,617
617,617,8,123
617,617,9,158
617,617,14,25
617,617,27,276
617,617,28,65
617,617,29,98
618,618,1,618
618,618,8,124
618,618,9,231
618,618,14,39
618,10180,27,226
619,619,1,619
619,619,8,125
619,619,9,219
619,619,13,3
619,619,21,359
619,619,25,106
619,619,28,163
619,619,32,137
620,620,1,620
620,620,8,126
620,620,9,220
620,620,13,4
620,620,21,360
620,620,25,107
620,620,28,164
620,620,32,138
621,621,1,621
621,621,8,127
621,621,9,270
621,621,14,141
621,621,21,374
621,621,25,121
621,621,28,63
621,621,29,119
622,622,1,622
622,622,8,128
622,622,9,271
622,622,13,91
622,622,21,312
622,622,24,133
622,622,27,88
622,622,29,153
622,622,33,123
623,623,1,623
623,623,8,129
623,623,9,272
623,623,13,92
623,623,21,313
623,623,24,134
623,623,27,89
623,623,29,154
623,623,33,124
624,624,1,624
624,624,8,130
624,624,9,223
624,624,11,158
624,624,14,48
624,624,21,337
624,624,24,158
624,624,27,246
624,624,28,29
624,624,31,367
624,624,32,186
625,625,1,625
625,625,8,131
625,625,9,224
625,625,11,159
625,625,14,49
625,625,21,338
625,625,24,159
625,625,27,247
625,625,28,30
625,625,31,368
625,625,32,187
626,626,1,626
626,626,8,132
626,626,9,269
626,626,28,53
627,627,1,627
627,627,8,133
627,627,9,109
627,627,11,169
627,627,16,75
627,627,17,75
627,627,20,26
627,627,21,89
627,627,22,89
627,627,25,35
627,627,27,281
627,627,28,179
627,627,30,221
627,627,31,365
627,627,33,32
628,628,1,628
628,628,8,134
628,628,9,110
628,628,11,170
628,628,16,76
628,628,17,76
628,628,20,27
628,628,21,90
628,628,22,90
628,628,25,36
628,628,27,282
628,628,28,180
628,10240,30,222
628,628,31,366
628,628,33,33
629,629,1,629
629,629,8,135
629,629,9,111
629,629,16,77
629,629,17,77
629,629,20,28
629,629,21,91
629,629,22,91
629,629,25,37
629,629,27,283
629,629,28,181
629,629,32,127
629,629,33,34
630,630,1,630
630,630,8,136
630,630,9,112
630,630,16,78
630,630,17,78
630,630,20,29
630,630,21,92
630,630,22,92
630,630,25,38
630,630,27,284
630,630,28,182
630,630,32,128
630,630,33,35
631,631,1,631
631,631,8,137
631,631,9,193
631,631,14,105
631,631,27,317
631,631,29,102
632,632,1,632
632,632,8,138
632,632,9,194
632,632,14,106
632,632,27,316
632,632,29,101
633,633,1,633
633,633,8,139
633,633,9,273
633,633,11,90
633,633,14,142
633,633,27,386
633,633,29,136
633,633,31,370
634,634,1,634
634,634,8,140
634,634,9,274
634,634,11,91
634,634,14,143
634,634,27,387
634,634,29,137
634,634,31,371
635,635,1,635
635,635,8,141
635,635,9,275
635,635,11,92
635,635,14,144
635,635,27,388
635,635,29,138
635,635,31,372
636,636,1,636
636,636,8,142
636,636,9,171
636,636,11,173
636,636,21,203
636,636,23,104
636,636,28,186
636,636,31,274
637,637,1,637
637,637,8,143
637,637,9,172
637,637,11,174
637,637,21,204
637,637,23,105
637,637,28,187
637,637,31,275
638,638,1,638
638,638,8,144
638,638,9,225
638,638,29,205
639,639,1,639
639,639,8,145
639,639,9,226
639,639,11,191
639,639,29,206
640,640,1,640
640,640,8,146
640,640,9,227
640,640,29,207
641,641,1,641
641,641,8,147
641,641,9,198
641,641,30,231
642,642,1,642
642,642,8,148
642,642,9,199
642,642,30,232
643,643,1,643
643,643,8,149
643,643,9,295
643,643,11,197
644,644,1,644
644,644,8,150
644,644,9,296
644,644,11,198
645,645,1,645
645,645,8,151
645,645,9,200
645,645,30,233
646,646,1,646
646,646,8,152
646,646,9,297
647,647,1,647
647,647,8,153
647,647,9,298
648,648,1,648
648,648,8,154
648,648,9,299
649,649,1,649
649,649,8,155
649,649,9,300
650,650,1,650
650,650,12,1
650,650,33,209
651,651,1,651
651,651,12,2
651,651,33,210
652,652,1,652
652,652,12,3
652,652,33,211
653,653,1,653
653,653,12,4
653,653,33,212
654,654,1,654
654,654,12,5
654,654,33,213
655,655,1,655
655,655,12,6
655,655,33,214
656,656,1,656
656,656,12,7
656,656,33,215
657,657,1,657
657,657,12,8
657,657,33,216
658,658,1,658
658,658,12,9
658,658,33,217
659,659,1,659
659,659,12,10
659,659,27,48
660,660,1,660
660,660,12,11
660,660,27,49
661,661,1,661
661,661,12,14
661,661,16,158
661,661,18,85
661,661,21,192
661,661,23,93
661,661,28,22
661,661,31,19
661,661,33,87
662,662,1,662
662,662,12,15
662,662,16,159
662,662,18,86
662,662,21,193
662,662,23,94
662,662,28,23
662,662,31,20
662,662,33,88
663,663,1,663
663,663,12,16
663,663,16,160
663,663,18,87
663,663,21,194
663,663,23,95
663,663,28,24
663,663,31,21
663,663,33,89
664,664,1,664
664,664,12,20
664,664,31,35
665,665,1,665
665,665,12,21
665,665,31,36
666,666,1,666
666,666,12,22
666,666,31,37
667,667,1,667
667,667,12,57
667,667,21,370
667,667,25,117
667,667,31,224
667,667,33,36
668,668,1,668
668,668,12,58
668,668,21,371
668,668,25,118
668,668,31,225
668,668,33,37
669,669,1,669
669,669,12,68
669,669,21,100
669,669,22,100
669,669,24,45
669,669,25,44
669,669,31,145
670,670,1,670
670,670,12,69
670,670,21,101
670,670,22,101
670,670,24,46
670,670,25,45
670,670,31,146
671,671,1,671
671,671,12,70
671,671,21,102
671,671,22,102
671,671,24,47
671,671,25,46
671,671,31,147
672,672,1,672
672,672,12,89
672,672,31,221
673,673,1,673
673,673,12,90
673,673,31,222
674,674,1,674
674,674,12,91
674,674,16,220
674,674,19,92
674,674,21,284
674,674,24,105
674,674,27,111
675,675,1,675
675,675,12,92
675,675,16,221
675,675,19,93
675,675,21,285
675,675,24,106
675,675,27,112
676,676,1,676
676,676,12,93
676,676,21,30
676,676,22,30
676,676,25,14
677,677,1,677
677,677,12,114
677,677,27,208
677,677,33,104
678,678,1,678
678,678,12,115
678,678,27,209
678,678,33,105
679,679,1,679
679,679,12,117
679,679,27,330
680,680,1,680
680,680,12,118
680,680,27,331
681,681,1,681
681,681,12,119
681,681,27,332
682,682,1,682
682,682,12,129
682,682,27,212
683,683,1,683
683,683,12,130
683,683,27,213
684,684,1,684
684,684,12,131
684,684,27,210
685,685,1,685
685,685,12,132
685,685,27,211
686,686,1,686
686,686,13,10
686,686,21,26
686,686,22,26
686,686,25,10
686,686,27,290
686,686,28,108
686,686,33,80
687,687,1,687
687,687,13,11
687,687,21,27
687,687,22,27
687,687,25,11
687,687,27,291
687,687,28,109
687,687,33,81
688,688,1,688
688,688,13,21
688,688,27,234
689,689,1,689
689,689,13,22
689,689,27,235
690,690,1,690
690,690,13,30
690,690,21,347
690,690,25,94
690,690,28,194
690,690,31,337
691,691,1,691
691,691,13,31
691,691,21,348
691,691,25,95
691,691,28,195
691,691,31,338
692,692,1,692
692,692,13,32
692,692,21,349
692,692,25,96
692,692,28,196
692,692,31,339
693,693,1,693
693,693,13,33
693,693,21,350
693,693,25,97
693,693,28,197
693,693,31,340
694,694,1,694
694,694,13,46
694,694,27,318
695,695,1,695
695,695,13,47
695,695,27,319
696,696,1,696
696,696,13,64
696,696,21,243
696,696,23,144
696,696,29,83
697,697,1,697
697,697,13,65
697,697,21,244
697,697,23,145
697,697,29,84
698,698,1,698
698,698,13,66
698,698,21,245
698,698,23,146
698,698,29,85
699,699,1,699
699,699,13,67
699,699,21,246
699,699,23,147
699,699,29,86
700,700,1,700
700,700,13,85
700,700,16,131
700,700,18,58
700,700,21,161
700,700,23,62
700,700,27,204
700,700,29,82
700,700,30,33
700,700,31,187
701,701,1,701
701,701,13,89
701,701,21,96
701,701,22,96
701,701,27,320
701,701,31,301
702,702,1,702
702,702,13,110
702,702,21,291
702,702,24,112
702,702,28,103
702,702,31,200
703,703,1,703
703,703,13,124
703,703,16,101
703,703,17,101
703,703,20,51
703,703,21,123
703,703,22,123
703,703,25,63
703,703,29,128
703,703,32,167
704,704,1,704
704,704,14,19
704,704,16,178
704,704,18,105
704,704,19,74
704,704,20,66
704,704,21,217
704,704,23,118
704,704,24,81
704,704,25,79
704,704,27,389
704,704,28,60
704,704,30,115
704,704,31,172
704,704,32,178
705,705,1,705
705,705,14,20
705,705,16,179
705,705,18,106
705,705,19,75
705,705,20,67
705,705,21,218
705,705,23,119
705,705,24,82
705,705,25,80
705,705,27,390
705,705,28,61
705,10241,30,116
705,705,31,173
705,705,32,179
706,706,1,706
706,706,14,21
706,706,16,180
706,706,18,107
706,706,19,76
706,706,20,68
706,706,21,219
706,706,23,120
706,706,24,83
706,706,25,81
706,706,27,391
706,706,28,62
706,10242,30,117
706,706,31,174
706,706,32,180
707,707,1,707
707,707,14,50
707,707,16,241
707,707,19,113
707,707,21,314
707,707,24,135
707,707,28,28
707,707,31,240
708,708,1,708
708,708,14,61
708,708,16,196
708,708,18,123
708,708,21,250
708,708,23,151
708,708,27,338
708,708,29,33
708,708,32,68
709,709,1,709
709,709,14,62
709,709,16,197
709,709,18,124
709,709,21,251
709,709,23,152
709,709,27,339
709,709,29,34
709,709,32,69
710,710,1,710
710,710,14,63
710,710,27,191
711,711,1,711
711,711,14,64
711,711,27,192
712,712,1,712
712,712,14,79
712,712,27,358
712,712,29,142
712,712,30,215
712,712,31,363
713,713,1,713
713,713,14,80
713,713,27,359
713,713,29,143
713,10243,30,216
713,713,31,364
714,714,1,714
714,714,14,113
714,714,21,83
714,714,22,83
714,714,25,29
714,714,27,176
714,714,29,181
714,714,31,303
714,714,32,88
715,715,1,715
715,715,14,114
715,715,21,84
715,715,22,84
715,715,25,30
715,715,27,177
715,715,29,182
715,715,31,304
715,715,32,89
716,716,1,716
716,716,14,148
717,717,1,717
717,717,14,149
718,718,1,718
718,718,14,150
718,718,16,205
718,718,21,263
719,719,1,719
720,720,1,720
721,721,1,721
722,722,1,722
722,722,16,1
722,722,17,1
722,722,21,1
722,722,22,1
722,722,30,1
722,722,33,218
723,723,1,723
723,723,16,2
723,723,17,2
723,723,21,2
723,723,22,2
723,723,30,2
723,723,33,219
724,724,1,724
724,724,16,3
724,724,17,3
724,724,21,3
724,724,22,3
724,10244,30,3
724,724,33,220
725,725,1,725
725,725,16,4
725,725,17,4
725,725,21,4
725,725,22,4
725,725,33,221
726,726,1,726
726,726,16,5
726,726,17,5
726,726,21,5
726,726,22,5
726,726,33,222
727,727,1,727
727,727,16,6
727,727,17,6
727,727,21,6
727,727,22,6
727,727,33,223
728,728,1,728
728,728,16,7
728,728,17,7
728,728,21,7
728,728,22,7
728,728,33,224
729,729,1,729
729,729,16,8
729,729,17,8
729,729,21,8
729,729,22,8
729,729,33,225
730,730,1,730
730,730,16,9
730,730,17,9
730,730,21,9
730,730,22,9
730,730,33,226
731,731,1,731
731,731,16,10
731,731,17,10
731,731,18,1
731,731,19,1
731,731,20,1
731,731,21,10
731,731,22,10
731,731,23,1
731,731,24,1
731,731,25,1
731,731,33,47
732,732,1,732
732,732,16,11
732,732,17,11
732,732,18,2
732,732,19,2
732,732,20,2
732,732,21,11
732,732,22,11
732,732,23,2
732,732,24,2
732,732,25,2
732,732,33,48
733,733,1,733
733,733,16,12
733,733,17,12
733,733,18,3
733,733,19,3
733,733,20,3
733,733,21,12
733,733,22,12
733,733,23,3
733,733,24,3
733,733,25,3
733,733,33,49
734,734,1,734
734,734,16,13
734,734,17,13
734,734,18,4
734,734,19,4
734,734,20,4
734,734,21,13
734,734,22,13
734,734,23,4
734,734,24,4
734,734,25,4
734,734,31,27
735,735,1,735
735,735,16,14
735,735,17,14
735,735,18,5
735,735,19,5
735,735,20,5
735,735,21,14
735,735,22,14
735,735,23,5
735,735,24,5
735,735,25,5
735,735,31,28
736,736,1,736
736,736,16,27
736,736,17,27
736,736,18,11
736,736,19,12
736,736,21,34
736,736,22,34
736,736,23,11
736,736,24,12
736,736,27,16
736,736,32,112
737,737,1,737
737,737,16,28
737,737,17,28
737,737,18,12
737,737,19,13
737,737,21,35
737,737,22,35
737,737,23,12
737,737,24,13
737,737,27,17
737,737,32,113
738,738,1,738
738,738,16,29
738,738,17,29
738,738,18,13
738,738,19,14
738,738,21,36
738,738,22,36
738,738,23,13
738,738,24,14
738,738,27,18
738,738,32,114
739,739,1,739
739,739,16,59
739,739,17,59
739,739,18,21
739,739,19,30
739,739,20,17
739,739,21,71
739,739,22,71
739,739,23,21
739,739,24,30
739,739,25,24
739,739,31,118
739,739,33,72
740,740,1,740
740,740,16,60
740,740,17,60
740,740,18,22
740,740,19,31
740,740,20,18
740,740,21,72
740,740,22,72
740,740,23,22
740,740,24,31
740,740,25,25
740,740,31,119
740,740,33,73
741,741,1,741
741,741,16,82
741,741,17,82
741,741,18,31
741,741,19,42
741,741,20,32
741,741,21,97
741,741,22,97
741,741,23,31
741,741,24,42
741,741,25,41
741,741,31,100
741,741,32,115
741,741,33,74
742,742,1,742
742,742,16,83
742,742,17,83
742,742,19,43
742,742,20,33
742,742,21,98
742,742,22,98
742,742,24,43
742,742,25,42
742,742,27,187
742,742,32,16
743,743,1,743
743,743,16,84
743,743,17,84
743,743,19,44
743,743,20,34
743,743,21,99
743,743,22,99
743,743,24,44
743,743,25,43
743,743,27,188
743,743,32,17
744,744,1,744
744,744,16,103
744,744,17,103
744,744,20,53
744,744,21,126
744,744,22,126
744,744,25,65
744,744,28,157
744,744,31,89
744,744,32,70
745,745,1,745
745,745,16,104
745,745,17,104
745,745,20,54
745,745,21,127
745,745,22,127
745,745,25,66
745,745,28,158
745,745,31,90
745,745,32,71
746,746,1,746
746,746,16,110
746,746,17,110
746,746,18,42
746,746,19,57
746,746,21,133
746,746,22,133
746,746,23,42
746,746,24,60
746,746,27,155
746,746,28,110
747,747,1,747
747,747,16,113
747,747,17,113
747,747,18,45
747,747,21,136
747,747,22,136
747,747,23,45
747,747,27,307
747,747,28,127
747,747,31,344
748,748,1,748
748,748,16,114
748,748,17,114
748,748,18,46
748,748,21,137
748,748,22,137
748,748,23,46
748,748,27,308
748,748,28,128
748,748,31,345
749,749,1,749
749,749,16,132
749,749,18,59
749,749,19,58
749,749,20,59
749,749,21,165
749,749,23,66
749,749,24,64
749,749,25,71
749,749,27,84
749,749,31,272
749,749,32,129
750,750,1,750
750,750,16,133
750,750,18,60
750,750,19,59
750,750,20,60
750,750,21,166
750,750,23,67
750,750,24,65
750,750,25,72
750,750,27,85
750,750,31,273
750,750,32,130
751,751,1,751
751,751,16,141
751,751,18,68
751,751,19,62
751,751,21,174
751,751,23,75
751,751,24,68
751,751,27,214
751,751,29,91
751,751,33,90
752,752,1,752
752,752,16,142
752,752,18,69
752,752,19,63
752,752,21,175
752,752,23,76
752,752,24,69
752,752,27,215
752,752,29,92
752,752,33,91
753,753,1,753
753,753,16,143
753,753,18,70
753,753,21,176
753,753,23,77
753,753,28,17
753,753,31,247
753,753,32,31
754,754,1,754
754,754,16,144
754,754,18,71
754,754,21,177
754,754,23,78
754,754,28,18
754,754,31,248
754,754,32,32
755,755,1,755
755,755,16,145
755,755,18,72
755,755,19,64
755,755,21,178
755,755,23,79
755,755,24,70
755,755,27,340
756,756,1,756
756,756,16,146
756,756,18,73
756,756,19,65
756,756,21,179
756,756,23,80
756,756,24,71
756,756,27,341
757,757,1,757
757,757,16,161
757,757,18,88
757,757,21,195
757,757,23,96
757,757,27,244
757,757,28,159
757,757,31,120
757,757,32,168
758,758,1,758
758,758,16,162
758,758,18,89
758,758,21,196
758,758,23,97
758,758,27,245
758,758,28,160
758,758,31,121
758,758,32,169
759,759,1,759
759,759,16,169
759,759,18,96
759,759,20,63
759,759,21,205
759,759,23,106
759,759,25,76
759,759,27,94
760,760,1,760
760,760,16,170
760,760,18,97
760,760,20,64
760,760,21,206
760,760,23,107
760,760,25,77
760,760,27,95
761,761,1,761
761,761,16,171
761,761,18,98
761,761,21,207
761,761,23,108
761,761,27,52
761,761,31,81
762,762,1,762
762,762,16,172
762,762,18,99
762,762,21,208
762,762,23,109
762,762,27,53
762,762,31,82
763,763,1,763
763,763,16,173
763,763,18,100
763,763,21,209
763,763,23,110
763,763,27,54
763,763,31,83
764,764,1,764
764,764,16,174
764,764,18,101
764,764,21,210
764,764,23,111
764,764,28,79
764,764,33,58
765,765,1,765
765,765,16,176
765,765,18,103
765,765,21,215
765,765,23,116
765,765,27,342
765,765,28,89
765,765,31,313
766,766,1,766
766,766,16,177
766,766,18,104
766,766,21,216
766,766,23,117
766,766,27,343
766,766,28,90
766,766,31,314
767,767,1,767
767,767,16,182
767,767,18,109
767,767,20,70
767,767,21,221
767,767,23,122
767,767,25,83
767,767,27,232
767,767,28,124
768,768,1,768
768,768,16,183
768,768,18,110
768,768,20,71
768,768,21,222
768,768,23,123
768,768,25,84
768,768,27,233
768,768,28,125
769,769,1,769
769,769,16,186
769,769,18,113
769,769,21,225
769,769,23,126
769,769,28,133
769,769,31,322
770,770,1,770
770,770,16,187
770,770,18,114
770,770,21,226
770,770,23,127
770,770,28,134
770,770,31,323
771,771,1,771
771,771,16,200
771,771,18,127
771,771,21,256
771,771,23,157
771,771,27,156
772,772,1,772
772,772,16,203
772,772,21,259
772,772,27,381
773,773,1,773
773,773,16,204
773,773,21,260
773,773,27,382
774,774,1,774
774,774,16,213
774,774,19,85
774,774,21,277
774,774,24,98
774,774,33,106
775,775,1,775
775,775,16,222
775,775,19,94
775,775,21,286
775,775,24,107
775,775,31,315
776,776,1,776
776,776,16,224
776,776,19,96
776,776,21,288
776,776,24,109
776,776,27,347
777,777,1,777
777,777,16,225
777,777,19,97
777,777,21,292
777,777,24,113
777,777,27,348
778,778,1,778
778,778,16,242
778,778,19,114
778,778,21,315
778,778,24,136
778,778,27,301
778,778,29,46
778,778,31,239
778,778,32,189
779,779,1,779
779,779,16,243
779,779,19,115
779,779,21,320
779,779,24,141
779,779,31,335
779,779,33,55
780,780,1,780
780,780,16,244
780,780,19,116
780,780,21,321
780,780,24,142
780,780,27,346
781,781,1,781
781,781,16,263
781,781,20,78
781,781,21,344
781,781,25,91
781,781,27,360
781,781,29,162
782,782,1,782
782,782,16,271
782,782,20,86
782,782,21,361
782,782,25,108
782,782,27,392
782,782,28,165
782,782,32,131
783,783,1,783
783,783,16,272
783,783,20,87
783,783,21,362
783,783,25,109
783,783,27,393
783,783,28,166
783,783,32,132
784,784,1,784
784,784,16,273
784,784,20,88
784,784,21,363
784,784,25,110
784,784,27,394
784,784,28,167
784,784,32,133
785,785,1,785
785,785,16,285
785,785,17,120
785,785,21,383
785,785,22,150
786,786,1,786
786,786,16,286
786,786,18,130
786,786,21,384
786,786,23,160
787,787,1,787
787,787,16,287
787,787,19,130
787,787,21,385
787,787,24,160
788,788,1,788
788,788,16,288
788,788,20,100
788,788,21,386
788,788,25,130
789,789,1,789
789,789,16,289
789,789,21,387
790,790,1,790
790,790,16,290
790,790,21,388
791,791,1,791
791,791,16,291
791,791,21,389
792,792,1,792
792,792,16,292
792,792,21,390
793,793,1,793
793,793,16,293
793,793,21,391
794,794,1,794
794,794,16,294
794,794,21,394
795,795,1,795
795,795,16,295
795,795,21,395
796,796,1,796
796,796,16,296
796,796,21,396
797,797,1,797
797,797,16,297
797,797,21,397
798,798,1,798
798,798,16,298
798,798,21,398
799,799,1,799
799,799,16,299
799,799,21,399
800,800,1,800
800,800,16,300
800,800,21,400
801,801,1,801
801,801,16,301
801,801,21,401
802,802,1,802
802,802,16,302
802,802,21,402
803,803,1,803
803,803,21,261
804,804,1,804
804,804,21,262
805,805,1,805
805,805,21,392
806,806,1,806
806,806,21,393
807,807,1,807
807,807,21,403
808,808,1,808
808,808,26,152
809,809,1,809
809,809,26,153
810,810,1,810
810,810,27,1
810,810,33,227
811,811,1,811
811,811,27,2
811,811,33,228
812,812,1,812
812,812,27,3
812,812,33,229
813,813,1,813
813,813,27,4
813,813,33,230
814,814,1,814
814,814,27,5
814,814,33,231
815,815,1,815
815,815,27,6
815,815,33,232
816,816,1,816
816,816,27,7
816,816,33,233
817,817,1,817
817,817,27,8
817,817,33,234
818,818,1,818
818,818,27,9
818,818,33,235
819,819,1,819
819,819,27,24
819,819,28,9
819,819,29,5
819,819,31,29
819,819,32,72
820,820,1,820
820,820,27,25
820,820,28,10
820,820,29,6
820,820,31,30
820,820,32,73
821,821,1,821
821,821,27,21
821,821,29,163
821,821,31,40
822,822,1,822
822,822,27,22
822,822,29,164
822,822,31,41
823,823,1,823
823,823,27,23
823,823,29,165
823,823,31,42
824,824,1,824
824,824,27,10
824,824,28,14
825,825,1,825
825,825,27,11
825,825,28,15
826,826,1,826
826,826,27,12
826,826,28,16
827,827,1,827
827,827,27,29
828,828,1,828
828,828,27,30
829,829,1,829
829,829,27,126
829,829,29,166
830,830,1,830
830,830,27,127
830,830,29,167
831,831,1,831
831,831,27,34
831,831,29,3
832,832,1,832
832,832,27,35
832,832,29,4
833,833,1,833
833,833,27,42
833,833,28,56
833,833,31,57
833,833,32,183
834,834,1,834
834,834,27,43
834,834,28,57
834,834,31,58
834,834,32,184
835,835,1,835
835,835,27,46
835,835,29,155
836,836,1,836
836,836,27,47
836,836,29,156
837,837,1,837
837,837,27,161
837,837,29,176
837,837,31,91
838,838,1,838
838,838,27,162
838,838,29,177
838,838,31,92
839,839,1,839
839,839,27,163
839,839,29,178
839,839,31,93
840,840,1,840
840,840,27,205
840,840,28,19
840,840,31,108
840,840,32,33
841,841,1,841
841,841,27,206
841,841,28,20
841,841,31,109
841,841,32,34
842,842,1,842
842,842,27,207
842,842,28,21
842,842,31,110
842,842,32,35
843,843,1,843
843,843,27,312
843,843,28,174
843,843,31,270
844,844,1,844
844,844,27,313
844,844,28,175
844,844,31,271
845,845,1,845
